run_id,condition_id,outer_fold,outer_test_subject,alpha,scenario,attack,malicious_count,method,fl_seed,model_seed,random_schedule_seed,early_stop_round,completed_training_rounds,loss,accuracy,balanced_accuracy,macro_f1,first_client_dropout_round,active_client_lifetime_75pct,active_client_lifetime_50pct,final_active_clients,final_mean_residual_energy,final_min_residual_energy,total_normalized_energy_consumed,jain_participation_fairness,scientific_optimizer_steps_accounted,run_result_binding_sha256,run_file_manifest_sha256,run_manifest_entries,class_00_f1,class_01_f1,class_02_f1,class_03_f1,class_04_f1,class_05_f1,class_06_f1,class_07_f1,class_08_f1,class_09_f1,class_10_f1,class_11_f1,energy_per_completed_round,completed_round_fraction,minimum_completed_round,common_horizon_round,initial_mean_residual_energy,common_horizon_macro_f1,common_horizon_mean_residual_energy,common_horizon_energy
168,28,2,102,1.0,labelflip_mu0p2,label_flip,6,arl_fl,456,2090734901,6174703,,100,0.7835858621299413,0.7118311242022582,0.679100412296581,0.6638071332997133,75.0,100,100,25,0.2906908639446435,0.0942871866328357,16.048351796490653,0.8365838100118167,5564,BD5E2279F5ECD241D0F511CEFCA3F29323D60C7AABB64CF4D33F3998B49EAA30,642381D4A10E7958A5B8E11790219FDDA619A8AFAC5168E9EBF5D7A93DA36E6A,11,0.9540229885057472,0.45,0.2237762237762237,0.8868613138686131,0.9051094890510948,0.7233201581027668,0.8472906403940886,0.8612099644128114,0.6390532544378699,0.7046979865771812,0.7703435804701627,0.0,0.16048351796490654,1.0,100,100,0.8638462852478811,0.6638071332997133,0.2906908639446435,16.048351796490653
169,29,2,102,1.0,labelflip_mu0p4,label_flip,11,fedavg,123,1609500700,1673688556,,100,1.1474888605643092,0.5954835542464408,0.5858543207067436,0.5608670197519569,70.0,95,100,19,0.2195129304064673,0.0799036938454694,17.377660275470713,0.9727271621900953,5904,B643CAF6F57649E8179B58786E34C427DA279DF555ED4F4738A79FE10E891DED,B11B7B3E3D2697F29E9312EAC6E020212380D7D2582009AEF0996436AED98AAC,11,0.0,0.1300813008130081,0.6385135135135135,0.6711772665764547,0.6346153846153846,0.8746928746928747,0.0663900414937759,0.7909090909090909,0.7407407407407407,0.625,0.7653846153846153,0.7928994082840237,0.17377660275470713,1.0,100,100,0.8401436545304214,0.5608670197519569,0.2195129304064673,17.377660275470717
170,29,2,102,1.0,labelflip_mu0p4,label_flip,11,fedprox,123,1609500700,1673688556,,100,1.1628513301068448,0.5930289641629848,0.5648920967085046,0.5305275274478324,70.0,95,100,19,0.2195129304064673,0.0799036938454694,17.377660275470713,0.9727271621900953,5904,19A83A97C0FD7DADBB8B518A44F68D2915BA3BECFF01C07C5FCF5F14ED911399,364BE82F66F6B279878557B106EEFECBF0BF5FC39B8044DC0DC7AACF271CD021,11,0.0,0.1775456919060052,0.6539792387543253,0.6803840877914952,0.225,0.8314087759815243,0.0979591836734693,0.8177777777777778,0.7401574803149606,0.647887323943662,0.7692307692307693,0.725,0.17377660275470713,1.0,100,100,0.8401436545304214,0.5305275274478324,0.2195129304064673,17.377660275470717
171,29,2,102,1.0,labelflip_mu0p4,label_flip,11,random_trimmed_mean,123,1609500700,1673688556,,100,1.3821576690346105,0.5272459499263623,0.4897601951425535,0.4570487824282074,70.0,95,100,19,0.2195129304064673,0.0799036938454694,17.377660275470713,0.9727271621900953,5904,870C776F89FAC19B8CBD7107BBE9861674B9F0AAFE8F6AA042CD43074DC07661,74413D8DE6E69B568270498F1CB8575A5AAC160532B8EC4BDCE50750200F767F,11,0.0,0.3790446841294299,0.3757225433526011,0.6841379310344827,0.0,0.7670588235294118,0.0905349794238683,0.848,0.7475728155339806,0.4513618677042801,0.7103825136612022,0.4307692307692308,0.17377660275470713,1.0,100,100,0.8401436545304214,0.4570487824282074,0.2195129304064673,17.377660275470717
172,29,2,102,1.0,labelflip_mu0p4,label_flip,11,fedle_adapted,123,1609500700,1673688556,,100,1.4170032229912766,0.4545900834560628,0.4148024484036767,0.3700210823869996,45.0,100,100,20,0.2146924407850659,0.0793285896716159,17.512633984869954,0.9324117996713248,5934,D30592EB02AF6594681C286AB0954F468DFE7ECC2FC86544AD98F7790F65AABF,C65965FBF1912CB6E66515C783538A119F93A1B03B70CD58BFBBBC97EFE19F93,15,0.0,0.0,0.0622837370242214,0.7522935779816514,0.4732824427480916,0.861244019138756,0.3763066202090592,0.757679180887372,0.4090909090909091,0.2621722846441947,0.4859002169197396,0.0,0.17512633984869955,1.0,100,100,0.8195213645776069,0.3700210823869996,0.2146924407850659,16.93520986619115
173,29,2,102,1.0,labelflip_mu0p4,label_flip,11,tea_fl,123,1609500700,1673688556,,100,1.3034345909375211,0.65586647029946,0.6382865308564173,0.6150893851318175,45.0,80,100,15,0.2757564931209736,0.0786531162781604,15.80284051946454,0.7328826105278587,5398,DAA6811B0B5D32CC165C1AD28898E9F19190DA57936DD5BD8D70B82EC6A3949C,63E07446BF28CD0D8621E647B6CD922849F1B7111FA03422962A3EA071128623,11,0.8780487804878049,0.2967741935483871,0.5248508946322068,0.7237237237237237,0.9305555555555556,0.9226519337016574,0.3381294964028777,0.5910165484633569,0.588957055214724,0.757679180887372,0.8286852589641435,0.0,0.1580284051946454,1.0,100,100,0.8401436545304214,0.6150893851318175,0.2757564931209736,15.802840519464539
174,29,2,102,1.0,labelflip_mu0p4,label_flip,11,arl_fl,123,1609500700,1673688556,,100,0.8802025709657851,0.7201767304860088,0.7003991166268472,0.6876859734488487,95.0,100,100,25,0.2493085239489501,0.0901990765654067,16.543383656281193,0.8569714628502871,5508,A640F63CC30606A3B17F8B28584F374B7445C5D58D6269FB5BFA93FEE5BD1ADF,000A38CADF06B00AB1B884570C493D6338A4EA974045D3C3AC4CFAA9810161E1,11,0.923529411764706,0.0,0.626465661641541,0.8285229202037352,0.8992248062015504,0.913649025069638,0.707774798927614,0.7911111111111111,0.6521739130434783,0.6470588235294118,0.7591240875912408,0.5035971223021583,0.16543383656281194,1.0,100,100,0.8401436545304214,0.6876859734488487,0.2493085239489501,16.543383656281197
175,30,2,102,1.0,labelflip_mu0p4,label_flip,11,fedavg,456,2090734901,6174703,,100,1.469225296976523,0.4884634266077565,0.4633205131218454,0.4069796482763978,90.0,100,100,20,0.245747004405572,0.0748079360731983,17.30677986358465,0.9816673620143814,6104,5962ECB9F5D2BE69180F51ED415DA65EA0EBB9B6A82F69AE482FB8BEA23A1FA6,2ED4AA37FAC08F4276F070367E0CEA9FB21C27CC970AABB0073E4D30909AEF36,11,0.7317073170731707,0.0,0.6382252559726962,0.7704918032786885,0.5527638190954773,0.0176991150442477,0.1982758620689655,0.6363636363636364,0.3774834437086092,0.2755905511811024,0.6851549755301795,0.0,0.1730677986358465,1.0,100,100,0.8638462852478811,0.4069796482763978,0.245747004405572,17.306779863584655
176,30,2,102,1.0,labelflip_mu0p4,label_flip,11,fedprox,456,2090734901,6174703,,100,1.4628370756253226,0.4742268041237113,0.4439564488749977,0.3896246158681044,90.0,100,100,20,0.245747004405572,0.0748079360731983,17.30677986358465,0.9816673620143814,6104,74AEB411088443BC362C18FB6DEF82CE0D4080750754BFE6DF88311B8D420E5D,14C37E648824BE384293DDD756C1B1A0F167FE108A28F090A4496293F5A961AD,11,0.7092198581560284,0.0,0.6296296296296297,0.7899159663865546,0.423963133640553,0.0168776371308016,0.175054704595186,0.6262626262626263,0.3812709030100334,0.2479338842975206,0.6753670473083198,0.0,0.1730677986358465,1.0,100,100,0.8638462852478811,0.3896246158681044,0.245747004405572,17.306779863584655
177,30,2,102,1.0,labelflip_mu0p4,label_flip,11,random_trimmed_mean,456,2090734901,6174703,,100,1.195014666504408,0.6057928325969563,0.5806383945858739,0.5466070979978604,90.0,100,100,20,0.245747004405572,0.0748079360731983,17.30677986358465,0.9816673620143814,6104,5250EF76BD1E8EA23CA3B0C8AD60E9A57788704827FA311240FAF991BD32BC2C,A7A868F11D4ABD05CFB120788200D82F91BDDBC47B337395B50292254F4FD499,11,0.9387755102040816,0.0,0.62,0.7340590979782271,0.7027027027027027,0.504950495049505,0.3422982885085575,0.8290598290598291,0.8240740740740741,0.3677130044843049,0.6956521739130435,0.0,0.1730677986358465,1.0,100,100,0.8638462852478811,0.5466070979978604,0.245747004405572,17.306779863584655
178,30,2,102,1.0,labelflip_mu0p4,label_flip,11,fedle_adapted,456,2090734901,6174703,,100,2.4241720762800574,0.2488954344624447,0.2628682628799136,0.1948193684562185,75.0,100,100,24,0.2563662620973821,0.0768153002667398,17.00944064821397,0.9155308362229776,5980,49E4D6ACF93CF0AF8A26DE9C98E6E94AD40CEA10865E9C738911DE09546B8415,29BA557BEE747A640DC3999D863B2FF730ADBC33AA210C1D5755E8D399D658A6,15,0.0,0.0,0.5992217898832685,0.0063897763578274,0.0197044334975369,0.0,0.0,0.6312292358803987,0.4267782426778242,0.1242937853107344,0.4883303411131059,0.0418848167539267,0.17009440648213972,1.0,100,100,0.8440024416011279,0.1948193684562185,0.2563662620973821,16.453813026104882
179,30,2,102,1.0,labelflip_mu0p4,label_flip,11,tea_fl,456,2090734901,6174703,,100,1.066216832408147,0.6357388316151202,0.6267029615321378,0.5859988704203843,45.0,85,100,14,0.2898468392757124,0.0823684290799844,16.071984487220725,0.7613971637955649,5629,66BA430A9B832EBADFB7DBB2CAF6C4EAB1FF935AC788A25EB68957957FBEA04F,01C9AFB12B7EDD883898EF74093ABF6AA9164458CB98CE808E936FC19955740D,11,0.8834355828220859,0.0,0.6056782334384858,0.8416833667334669,0.9558823529411764,0.7463917525773196,0.316546762589928,0.7602739726027398,0.433048433048433,0.6153846153846154,0.7345309381237525,0.1391304347826087,0.16071984487220725,1.0,100,100,0.8638462852478811,0.5859988704203843,0.2898468392757124,16.071984487220725
180,30,2,102,1.0,labelflip_mu0p4,label_flip,11,arl_fl,456,2090734901,6174703,,100,1.667995722082004,0.4054982817869416,0.3426388692437381,0.2830328910256262,90.0,100,100,26,0.2922707342983209,0.0957871866328358,16.00411542658769,0.8590973035083386,5532,952424AFD421004F99536740EA8F5DB0D3EAABD68C7B5CA1035C5F2D38CC82CA,CD316077E852A48A2CEE0A46CE93531EA53CE5881731EE60726C86FBA89E2ED3,11,0.0,0.0058651026392961,0.6548672566371682,0.7048710601719198,0.0,0.0414937759336099,0.1116279069767441,0.6368159203980099,0.2620689655172414,0.2831325301204819,0.6956521739130435,0.0,0.1600411542658769,1.0,100,100,0.8638462852478811,0.2830328910256262,0.2922707342983209,16.004115426587685
181,31,2,102,0.1,clean,none,0,fedavg,123,1609500700,1673688556,,100,0.907700962480752,0.6907216494845361,0.6889387492828413,0.653157340369228,55.0,90,100,16,0.2093622782180975,0.0687638907234509,17.661878536745068,0.95428953144384,5754,B36BBC41175573EF82C0974BE89D8B43B3900D238106EEC5E1AD310D4FE1FC25,7296CD2EB31B9ED47D7ECC0B4004DF7C9BE673DA126BB6841CA2C70B5B7E23FC,11,0.0,0.0,0.4967148488830486,0.924901185770751,0.9710144927536232,0.9351351351351352,0.8817204301075269,0.6633165829145728,0.7619047619047619,0.6153846153846154,0.7412844036697248,0.8465116279069768,0.17661878536745068,1.0,100,100,0.8401436545304214,0.653157340369228,0.2093622782180975,17.661878536745068
182,31,2,102,0.1,clean,none,0,fedprox,123,1609500700,1673688556,,100,0.8894953845790279,0.7270495827196858,0.7234794396766494,0.7069358133914445,55.0,90,100,16,0.2093622782180975,0.0687638907234509,17.661878536745068,0.95428953144384,5754,2E6DAC4E071FDE558A4A18A661DC11F1C61283D83A544982A98293D284E06AA7,7BF3DBB81D98EA047073D2213AEA046303018CF430F644D4905A21998BB1B351,11,0.6,0.0,0.5529411764705883,0.8981132075471698,0.9640287769784172,0.9574468085106383,0.8466819221967964,0.649746192893401,0.7453874538745388,0.6515151515151515,0.7588785046728972,0.8584905660377359,0.17661878536745068,1.0,100,100,0.8401436545304214,0.7069358133914445,0.2093622782180975,17.661878536745068
183,31,2,102,0.1,clean,none,0,random_trimmed_mean,123,1609500700,1673688556,,100,1.2494867388149893,0.570446735395189,0.5015560192192731,0.4366223873642643,55.0,90,100,16,0.2093622782180975,0.0687638907234509,17.661878536745068,0.95428953144384,5754,951924244B62C58285F18305B5D91C0886511C80EEA6BD99467CBCA58C5D79D0,97BCBDB3454C8BAFD01095E754E8795520F8A95B811B68EE81A1F24E7CA47E83,11,0.0,0.0,0.5192582025677603,0.8998109640831758,0.0,0.5481481481481482,0.6607142857142857,0.660377358490566,0.4903846153846153,0.6813186813186813,0.7409948542024014,0.0384615384615384,0.17661878536745068,1.0,100,100,0.8401436545304214,0.4366223873642643,0.2093622782180975,17.661878536745068
184,31,2,102,0.1,clean,none,0,fedle_adapted,123,1609500700,1673688556,,100,1.2194843512644766,0.6219931271477663,0.6042155118920095,0.5422994568583056,55.0,100,100,16,0.1926863462402891,0.0607638907234513,18.128804632123703,0.9522222486728402,5902,5564B4550304D50F435A432FADF227F1F3E5A7CCB1DDEA05A71D10B9139D18FD,DA7985D88625B801DBB2B5B41FEDFE11E19EBB6102EDF8260EE78E44A36CE80A,15,0.9385474860335196,0.5208333333333334,0.0,0.6997167138810199,0.9710144927536232,0.9253731343283582,0.1538461538461538,0.6170212765957447,0.0672268907563025,0.7342657342657343,0.7862903225806451,0.0934579439252336,0.18128804632123705,1.0,100,100,0.8185569955320051,0.5422994568583056,0.1926863462402891,17.524378180168046
185,31,2,102,0.1,clean,none,0,tea_fl,123,1609500700,1673688556,,100,1.3341326463526817,0.5297005400098184,0.5135943014002587,0.4363761423979284,65.0,85,100,17,0.2904844446764607,0.0787943657374384,15.3904578759109,0.6917184014387743,4780,D6C032760D71CEE31657AE4B6A5443D41694C60AD79FCC5AEE1DF6B6722E49E4,06235AA889B0B5C48DD76DB6371D5502CFC49304C651D0F0CA6FB9B7BB6C2D15,11,0.0,0.380281690140845,0.0,0.7330316742081447,0.50187265917603,0.952127659574468,0.3838383838383838,0.4071856287425149,0.4654545454545454,0.6715867158671587,0.7411347517730497,0.0,0.153904578759109,1.0,100,100,0.8401436545304214,0.4363761423979284,0.2904844446764607,15.3904578759109
186,31,2,102,0.1,clean,none,0,arl_fl,123,1609500700,1673688556,,100,1.2533457458867825,0.5365733922434953,0.471361003065446,0.4236913853290474,90.0,100,100,26,0.233844345494915,0.0816995073064839,16.976380652994177,0.8957262660530941,5426,AF5C9F68F0A94F28761CCC12CD5328A547C3CAD029D2E680D252440E5724119C,6E08884F3C77F6EB97395BAD8534E6D6DE054842F06060F7E6BFA1FB9B70B90F,11,0.0842105263157894,0.0,0.4449541284403669,0.8255613126079447,0.3863636363636363,0.952127659574468,0.7306666666666667,0.4575645756457565,0.0169491525423728,0.6083333333333333,0.5775656324582339,0.0,0.16976380652994177,1.0,100,100,0.8401436545304214,0.4236913853290474,0.233844345494915,16.97638065299418
187,32,2,102,0.1,clean,none,0,fedavg,456,2090734901,6174703,,100,1.5208446996969571,0.5679921453117329,0.554541920588381,0.5000275140971038,55.0,95,100,18,0.2418024625543449,0.0659255229201723,17.41722703541901,0.9642736608649536,5812,29AD605966D3E72D0CA232E372711C867A9B3F7805440DAA99BFEA23E94C6991,D3E602982297541C2E14815893CD21F7DEED4010B7A224498C1F5899F8392E5B,11,0.9005847953216374,0.0,0.5139072847682119,0.6851595006934813,0.58,0.927461139896373,0.0416666666666666,0.1398601398601398,0.4976744186046511,0.2222222222222222,0.631578947368421,0.8602150537634409,0.1741722703541901,1.0,100,100,0.8638462852478811,0.5000275140971038,0.2418024625543449,17.417227035419014
188,32,2,102,0.1,clean,none,0,fedprox,456,2090734901,6174703,,100,1.2599751999419757,0.6401570937653411,0.663549628364586,0.6269929042761274,55.0,95,100,18,0.2418024625543449,0.0659255229201723,17.41722703541901,0.9642736608649536,5812,5FE5A6BE747F2DDD7C51B001C5AF1B6AD65E2FC138CC699F0B5B51BAFD8C6030,DA0F554C95E534FB3CFC9FBC793DF92A79B3E2EE459DF2BDEC98E377F0D653E4,11,0.9455587392550144,0.0,0.529331514324693,0.6940509915014165,0.9710144927536232,0.8921568627450981,0.1368821292775665,0.6761904761904762,0.7016393442622951,0.4347826086956521,0.6256410256410256,0.9166666666666666,0.1741722703541901,1.0,100,100,0.8638462852478811,0.6269929042761274,0.2418024625543449,17.417227035419014
189,32,2,102,0.1,clean,none,0,random_trimmed_mean,456,2090734901,6174703,,100,1.614697962977398,0.5262641138929799,0.5273817417030682,0.469991918599104,55.0,95,100,18,0.2418024625543449,0.0659255229201723,17.41722703541901,0.9642736608649536,5812,2BA23545785A660536B3C192E7BBBBD77BC4E35D7ECBF7213F5A2DF4F936B3BF,A089CB26CA5394FC7500045A41241EDFC0F0E30AAC01BA3EA890B05AA6E66172,11,0.0,0.0,0.4229934924078091,0.6961483594864479,0.950354609929078,0.8480725623582767,0.1584905660377358,0.6204986149584487,0.7979274611398963,0.540084388185654,0.5859154929577465,0.0194174757281553,0.1741722703541901,1.0,100,100,0.8638462852478811,0.469991918599104,0.2418024625543449,17.417227035419014
190,32,2,102,0.1,clean,none,0,fedle_adapted,456,2090734901,6174703,,100,1.0906134084430348,0.6509572901325479,0.6701594721677772,0.6414721876178608,55.0,100,100,20,0.2363783218173115,0.0667090150070735,17.569102976055945,0.9389230552556218,5857,EAFE825348676DBF2CE136E3830BE9B948EEF3859B07EA5A2627D68DA200F438,F44A4BDE385A3015A6DEA9CCF8FAA98101C024FFC0ADC8024443327425491A1F,15,0.3148148148148148,0.0,0.5163934426229508,0.7136563876651982,0.9710144927536232,0.9230769230769232,0.2795698924731182,0.7878787878787878,0.8387096774193549,0.6933333333333334,0.7862903225806451,0.8729281767955801,0.17569102976055945,1.0,100,100,0.8425972487291816,0.6414721876178608,0.2363783218173115,16.974129953532362
191,32,2,102,0.1,clean,none,0,tea_fl,456,2090734901,6174703,,100,1.5819889610165994,0.4722631320569465,0.4517526487930365,0.3503823909713989,60.0,100,100,20,0.3443100647869651,0.085118936350659,14.547014172905651,0.6570410157854104,4667,01AA335025F8E557F510711440D96425C910FA5E61E0779501BF732D641FD0C2,609813727722FC9AF19FE47999C2F6F17BE8600B9E222E208F5E1E9A8C758CC2,11,0.0,0.3785310734463277,0.0,0.8368794326241135,0.2918454935622318,0.0,0.7538461538461538,0.8549019607843137,0.0,0.3932203389830508,0.695364238410596,0.0,0.1454701417290565,1.0,100,100,0.8638462852478811,0.3503823909713989,0.3443100647869651,14.547014172905648
192,32,2,102,0.1,clean,none,0,arl_fl,456,2090734901,6174703,,100,1.2661492365303142,0.5743740795287187,0.563621724082495,0.5029474478740202,80.0,100,100,25,0.2735054613414907,0.0595494390344859,16.52954306937893,0.8849068082517559,5405,F7E041420DE2ECD8A9FF5F8B1BAC2181B3A2C8A1384C974DB53786347917ABA4,4A4D4502B6BA46FF1F10B1F7D5DF7B1F026106ACBA4C37ACCFC798A8D56E1DDE,11,0.0,0.3905817174515235,0.0,0.7445482866043613,0.9640287769784172,0.9493333333333334,0.4169014084507042,0.581151832460733,0.4027777777777778,0.7736842105263158,0.8123620309050773,0.0,0.16529543069378932,1.0,100,100,0.8638462852478811,0.5029474478740202,0.2735054613414907,16.52954306937893
193,33,2,102,0.1,signflip_mu0p2,sign_flip,6,fedavg,123,1609500700,1673688556,,100,11.900026489018106,0.1531664212076583,0.1561186974789916,0.0419730141010488,55.0,90,100,16,0.2093622782180975,0.0687638907234509,17.661878536745068,0.95428953144384,5754,11A248E3BE88BFFBCC3C895CBEC69AE0BD9376635A8DF91CF022A3B5E5CDDC00,79170080C8EEEB8A862C113011803A20B2631CF904DC5525BAE54104130CFBB4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314002828854314,0.1896733403582718,0.17661878536745068,1.0,100,100,0.8401436545304214,0.0419730141010488,0.2093622782180975,17.661878536745068
194,33,2,102,0.1,signflip_mu0p2,sign_flip,6,fedprox,123,1609500700,1673688556,,100,12.30463430199134,0.1536573392243495,0.1560457516339869,0.0419980202734027,55.0,90,100,16,0.2093622782180975,0.0687638907234509,17.661878536745068,0.95428953144384,5754,46820E3DC3602E240001500A9E611FE5F3C56232BB21DA4BD89E7BCA8D1393F8,6C4D842EADD36A5D827545E6C593DC6E35FA77335715807FA1D6DA9043332A25,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115438108484005,0.1924324324324324,0.17661878536745068,1.0,100,100,0.8401436545304214,0.0419980202734027,0.2093622782180975,17.661878536745068
195,33,2,102,0.1,signflip_mu0p2,sign_flip,6,random_trimmed_mean,123,1609500700,1673688556,,100,4.082989943747317,0.3205694648993618,0.286680710593754,0.1805636877259034,55.0,90,100,16,0.2093622782180975,0.0687638907234509,17.661878536745068,0.95428953144384,5754,B481952DFB0746F83830A470DE3ACE3FB45ECA5F5FB36D1CCF87581E1674B743,61FEDD8321CFE72B01C336213637049D6602B20297AD02E7B61F39354DC6F004,11,0.2848101265822785,0.0,0.0,0.73,0.0,0.0,0.7886323268206039,0.0,0.3633217993079585,0.0,0.0,0.0,0.17661878536745068,1.0,100,100,0.8401436545304214,0.1805636877259034,0.2093622782180975,17.661878536745068
196,33,2,102,0.1,signflip_mu0p2,sign_flip,6,fedle_adapted,123,1609500700,1673688556,,100,8.884403407368874,0.1134020618556701,0.0833333333333333,0.0169753086419753,55.0,100,100,16,0.1926863462402891,0.0607638907234513,18.128804632123703,0.9522222486728402,5902,A24CB69BA9E3D4559096133A18790F7A3E80F119FA83E50A3AF139393512EF88,FCE9961E7BCCB92EBFCA2843E8F903D3ACBAE415C1F0E474182B1C56D5D3D583,15,0.0,0.0,0.0,0.0,0.0,0.0,0.2037037037037037,0.0,0.0,0.0,0.0,0.0,0.18128804632123705,1.0,100,100,0.8185569955320051,0.0169753086419753,0.1926863462402891,17.524378180168046
197,33,2,102,0.1,signflip_mu0p2,sign_flip,6,tea_fl,123,1609500700,1673688556,,100,1.83864573756883,0.5041728031418753,0.4561264210312703,0.3795912765741229,65.0,80,100,15,0.2607336923087284,0.0734687863560184,16.2234789422074,0.7307270734380709,5143,6880C9D0B1827A53D95D26381DBF40471650B6ACA6C5C85DBE193E7F9147208C,D3770D1DDE26FEFAA9E77285FE635C6F4FFB31989E772C712F910CC72A4C6324,11,0.3148148148148148,0.0,0.1947743467933491,0.6910112359550562,0.0,0.6074313408723748,0.1214574898785425,0.5964912280701754,0.4896265560165975,0.742671009771987,0.7402135231316725,0.0566037735849056,0.162234789422074,1.0,100,100,0.8401436545304214,0.3795912765741229,0.2607336923087284,16.223478942207407
198,33,2,102,0.1,signflip_mu0p2,sign_flip,6,arl_fl,123,1609500700,1673688556,,100,1.9316313875968043,0.5606283750613648,0.4917617712347403,0.4244830712692719,70.0,100,100,22,0.2314202922782745,0.0708527871891868,17.04425414306011,0.896499170738267,5480,207437CA752D0809457A6836F05E4D80A0B73DC5803AE1B2D621C8A1D0CC2906,86635AF472027C582381822BB5D7BE11AAC12CAA75095B52953F73CB6DF5A404,11,0.8231511254019293,0.0,0.6228373702422145,0.6786206896551724,0.0,0.8571428571428571,0.0411522633744856,0.4668008048289738,0.3333333333333333,0.5498281786941581,0.7209302325581395,0.0,0.1704425414306011,1.0,100,100,0.8401436545304214,0.4244830712692719,0.2314202922782745,17.04425414306011
199,34,2,102,0.1,signflip_mu0p2,sign_flip,6,fedavg,456,2090734901,6174703,,100,19.358323924495828,0.1242022582228767,0.0833333333333333,0.0184133915574963,55.0,95,100,18,0.2418024625543449,0.0659255229201723,17.41722703541901,0.9642736608649536,5812,F82AEC845520D02D817BFF72E4D32A37089530D0E14F0DF3EA2E216ACEA5B162,4B628CBC133A76CAC96FAE6867E70B8666456A4BA67F872825933BE36D00D92A,11,0.0,0.0,0.0,0.2209606986899563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741722703541901,1.0,100,100,0.8638462852478811,0.0184133915574963,0.2418024625543449,17.417227035419014
200,34,2,102,0.1,signflip_mu0p2,sign_flip,6,fedprox,456,2090734901,6174703,,100,17.657840726887063,0.1134020618556701,0.0833333333333333,0.0169753086419753,55.0,95,100,18,0.2418024625543449,0.0659255229201723,17.41722703541901,0.9642736608649536,5812,3107BF0B0C44F4578F62C1405E4EE31ADC5682F30DEA45C870646E324987BE33,3267FB8F823ADE641A633A19140937B73393DD50771EFF082E297E51EE7784AB,11,0.0,0.0,0.0,0.0,0.0,0.0,0.2037037037037037,0.0,0.0,0.0,0.0,0.0,0.1741722703541901,1.0,100,100,0.8638462852478811,0.0169753086419753,0.2418024625543449,17.417227035419014
201,34,2,102,0.1,signflip_mu0p2,sign_flip,6,random_trimmed_mean,456,2090734901,6174703,,100,3.1698734684242416,0.4197349042709867,0.3490358152059262,0.2602924377808102,55.0,95,100,18,0.2418024625543449,0.0659255229201723,17.41722703541901,0.9642736608649536,5812,2C5B5FA51B900EB60D32AA0BA222A5ED834A44DDAB3F9EAA4455DE1A927B21E2,39F48B25FF9296E0DEB2DD4CAE4A40FB918A7FA69F374FDDBA470B24119F2C2D,11,0.0,0.4005340453938584,0.0,0.6457516339869281,0.0,0.7079303675048356,0.0056657223796034,0.3645320197044335,0.0,0.3070539419087137,0.6920415224913494,0.0,0.1741722703541901,1.0,100,100,0.8638462852478811,0.2602924377808102,0.2418024625543449,17.417227035419014
202,34,2,102,0.1,signflip_mu0p2,sign_flip,6,fedle_adapted,456,2090734901,6174703,,100,14.761499362771396,0.1948944526264114,0.1631656417602949,0.0623960989543181,55.0,100,100,20,0.2363783218173115,0.0667090150070735,17.569102976055945,0.9389230552556218,5857,3B200839671925DCC1E2CD8E4FCEFC13A66E295F832CB567EA8897706536A63A,8698DEDC840C21C59523C42EDA57CFDDDF94C95D71985E3766130D9DE8F77104,15,0.0,0.3209393346379647,0.0,0.0,0.0,0.0,0.3861471861471861,0.0,0.0,0.0,0.0416666666666666,0.0,0.17569102976055945,1.0,100,100,0.8425972487291816,0.0623960989543181,0.2363783218173115,16.974129953532362
203,34,2,102,0.1,signflip_mu0p2,sign_flip,6,tea_fl,456,2090734901,6174703,,100,1.6892271660593836,0.4447717231222385,0.3896066519028475,0.2636354331159053,70.0,95,100,19,0.3236177517346216,0.0876023720208508,15.126398938371269,0.6847146023947893,4928,9B010E17C151328254E44642645A740109643B8257C304DFF71934FA51EF1FA8,3FBCEFF699B5A191E002A22FC7766C496F93C5DBF4F8756D4B9843C70F2DE1F2,11,0.4444444444444444,0.0,0.0379146919431279,0.6740947075208914,0.0,0.8258928571428571,0.0340425531914893,0.0,0.4132553606237816,0.0,0.7339805825242719,0.0,0.1512639893837127,1.0,100,100,0.8638462852478811,0.2636354331159053,0.3236177517346216,15.126398938371267
204,34,2,102,0.1,signflip_mu0p2,sign_flip,6,arl_fl,456,2090734901,6174703,,100,2.9650579754502737,0.3691703485517918,0.3186228079528102,0.221410122922922,60.0,100,100,22,0.2759439433246852,0.060549439034486,16.461265573849488,0.8572928833974517,5410,9D2B2E47FCC4E6A3A07EA5117618FD995863BD034FBB92B5E842F1F11F01990C,42A476323DE7483710BA15B4B036509F09AE885856BB76726CF19E794680892B,11,0.0,0.3601190476190476,0.0,0.6861111111111111,0.0,0.0,0.0201511335012594,0.2897196261682243,0.0,0.5121495327102804,0.7886710239651417,0.0,0.16461265573849487,1.0,100,100,0.8638462852478811,0.221410122922922,0.2759439433246852,16.461265573849484
