metric,n_fold_blocks,methods,friedman_q,kendall_w,randomization_p,randomizations,randomizations_at_least_as_extreme
macro_f1,5,6,22.942857142857136,0.9177142857142855,4.9999750001249995e-06,200000,0
total_normalized_energy_consumed,5,6,24.999999999999996,0.9999999999999999,4.9999750001249995e-06,200000,0
energy_per_completed_round,5,6,24.999999999999996,0.9999999999999999,4.9999750001249995e-06,200000,0
common_horizon_macro_f1,5,6,22.942857142857136,0.9177142857142855,4.9999750001249995e-06,200000,0
common_horizon_energy,5,6,24.999999999999996,0.9999999999999999,4.9999750001249995e-06,200000,0
completed_round_fraction,5,6,21.66666666666666,0.8666666666666665,0.0007799961000194999,200000,155
final_active_clients,5,6,21.38709677419354,0.8554838709677416,4.9999750001249995e-06,200000,0
jain_participation_fairness,5,6,24.999999999999996,0.9999999999999999,4.9999750001249995e-06,200000,0
