Alpha,MeanZeroCells,MeanActiveClassesPerClient,MeanNormalisedEntropy,MeanJSDivergenceFromGlobal,MeanMaxClassShare
0.1,113.800000000000,3.206666666667,0.094789839822,0.157553547097,0.924651570781
1.0,0.200000000000,6.993333333333,0.331136338865,0.043154097552,0.786809180195
