ablation_run_id,reference_run_id,outer_fold,alpha,scenario,method_family,variant,fl_seed,scientific_optimizer_steps_accounted,run_result_binding_sha256,run_manifest_binding_sha256
108,438,4,0.1,signflip_mu0p2,arl_fl,arl_no_pressure,123,5601,5FD87C242FB8248F02AAD4714514847B8BB15769D39CBB84AD0E1FFC47D58526,DECEF5CE1382DB8ADB3D4E61527587C450FF1A826C48D49F0BAF2397F296FE19
109,443,4,0.1,signflip_mu0p2,tea_fl,tea_trust_only,456,4987,47EF5036D70AB539D1E981C558A1AA3A3D0A0E1664CA1CF209B38C736E2632F4,F2921E2F7E1336E55D50B68A5A7A7A3329E95DDE7A6B4916AFA19B8B734A195E
110,443,4,0.1,signflip_mu0p2,tea_fl,tea_energy_only,456,5338,79CC0C833DF03C71C984F433A5C10454460BDF42FC17975434E7CDBEB0C453DC,6FF15658AF7FDB97C1917B89DD794A3582E00B1657327FC935A1A7BA5D560E70
111,444,4,0.1,signflip_mu0p2,arl_fl,arl_no_energy,456,5701,B45322FCBC80949ABB3A6B09535319E1CB3845727CD263F3BDA3F1B1D58B864A,0085914420FD2E4F070A115CD226CF92B52AEAE82027F1C2CBC1A2F336BC8A65
112,444,4,0.1,signflip_mu0p2,arl_fl,arl_no_pressure,456,5486,BA81D6FD2ED8B1236E17DF2095FEC784ADDC7CD5A24E07B494A4115BBA446264,72F5DECA20940CA5B61BB55D6B97CBA7EC3BAAFAD3A02FC8A09F8204C03290B5
113,557,5,0.1,signflip_mu0p2,tea_fl,tea_trust_only,123,4702,77DAAA8FE6C973C782537B272E1F4A0CA73EB7CA90A974633E1E9D9AA5FF0256,7F62B19D90C8C3E6242167270C22BBD6BC930EC69AB327BCF4739E0583558FCF
114,557,5,0.1,signflip_mu0p2,tea_fl,tea_energy_only,123,5172,7E43DEEB5A7192D5D6A6319DCE06B81225B9B248B5667CCA9FF525690BFC0E14,A47E56E03F7025558644041EB122E760BBBF361681E3D9EC7820E91CC2B94454
115,558,5,0.1,signflip_mu0p2,arl_fl,arl_no_energy,123,5687,15DCA7DAF579CC5366C74AF47E10AF23EC4F5971ED586ADB6F3A9F781AFD929E,212D0C8E16360E9898767F75FBCC8721F0C57E6CBF6D64CD583B002C20E4948D
116,558,5,0.1,signflip_mu0p2,arl_fl,arl_no_pressure,123,5342,25C915C79C49D1B78C4E70E74F6E89E29EAC2F03A2029829411CD66481EB4CA2,1CC024C66ED42C389F9AC6D69561F72908DD4496D9294B51E77EA298D00E3EB9
117,563,5,0.1,signflip_mu0p2,tea_fl,tea_trust_only,456,4753,13183C38BC263A48F5C8C94A29A48934EE43B29E67CAD6CAA427F651FBAF91C8,13B2E01AE6C4851F35D49F8BEE3F41BFCF437D341448F3F0B8B0274EDBB3497E
118,563,5,0.1,signflip_mu0p2,tea_fl,tea_energy_only,456,5174,2093A90643692EC5A94DB5E685D809F270BB325DD23C69DDE8EFEA7B21882897,82FB42793499FC94DC92C316DF84608365D14B0A17002ED2B54B0FA229076E5C
119,564,5,0.1,signflip_mu0p2,arl_fl,arl_no_energy,456,5627,DA8D33748D529FE196FA96CD36AADA2E5CC9A92754FC5DCE04813359E3790F3C,EA2E4CCB9D301CF66BA438B62254473492CC1CC735DE0A237FBFC50A992D8D9D
120,564,5,0.1,signflip_mu0p2,arl_fl,arl_no_pressure,456,5410,68D244C5FF1076CE1A2057FD89663BE0D504BC228C7059B846AAFBCC5EABC37C,AA75E2955890690D1973BB0880B873ADAF9B95B4DB879BAB5851BE6595E98C09
121,17,1,1.0,signflip_mu0p2,tea_fl,tea_trust_only,123,5376,4F4F018894283A91F29BA8002E053AD29D7D22F75334E3D41EE2E0344B404396,D32883566ACE908A94623FC6FBA3437F84249A3FA660430E32E0BDBA50AC54F1
122,17,1,1.0,signflip_mu0p2,tea_fl,tea_energy_only,123,5644,B33228C20B0A6A008DF0DF22334C8C9CD208A1333293543E03DF59F2F19CC6C0,D8857C2E8894B19D9F4EE32E99CE284F340966A87A172E14DD394C93BB21F940
123,18,1,1.0,signflip_mu0p2,arl_fl,arl_no_energy,123,5849,7F4CC652852D1E72881AC5DB359B823314FB8DB8C9EE969B9FC46A7A7F9995D2,0216D882BD72CA67B2F2170C3FDAD20C1685540B7DB83C2A9757DAFC7E2A7074
124,18,1,1.0,signflip_mu0p2,arl_fl,arl_no_pressure,123,5635,3D4346DAB1B5732E2BCC07EAF29A370C20F263182A5CA24FA56817761EB7F89C,D203FEC63E49E2C16A435B09B66324B35664012C130845E517CA773AFCA96AC5
125,23,1,1.0,signflip_mu0p2,tea_fl,tea_trust_only,456,5332,CB8D4F0E345487E0CA0F5E70449B3C113E26506FC8762A3DD000BA5256B9592B,6A7841B553B2582111D01FC42E0A625228F5D157CD5258860AC8312B6A5F6A5A
126,23,1,1.0,signflip_mu0p2,tea_fl,tea_energy_only,456,5670,27A068AF96D0C59BC764F7E5D57DF379D39DF23C5AEAF5D6615CE86F147F6DBA,372C4F8508A6102E81D1C9DAA69BC92FBF44C3F1CF775610B85DE645951A7F8C
127,24,1,1.0,signflip_mu0p2,arl_fl,arl_no_energy,456,5857,4AE9D759D517249A70813022CAF604EC7E6627C011E6EED7D1F8D91B8EDDCBE4,4C37675441B93D9F979D94DC5459A4D0ED32D790A5657D72F23584F0788AD32D
128,24,1,1.0,signflip_mu0p2,arl_fl,arl_no_pressure,456,5688,30DF5622F76D0E8053A572E5291EC33376705BD1DB24F6F69ECD2CC0E5305F32,7B415E16B339D1C0311BA7DBBA402EDF0B0FEA3C3CABE659D8A2CF088974314D
129,137,2,1.0,signflip_mu0p2,tea_fl,tea_trust_only,123,5434,9E76374B5C8D339666B746F2A5324F7E4898B3CFD82ECF83A1C440E759EDBDA6,6BE3011620DD5B724E5CFC5091F993415A672A0D1B2DFE19F655C79E9572D666
130,137,2,1.0,signflip_mu0p2,tea_fl,tea_energy_only,123,5608,DB01476EEF6CA2FDC06CE722B6F87186A3079059F69D4E64BB0459D3010CAA8A,BCA40950761FBE05C2B8CF96751D9374FDB403309221048EF98815CA6F26E2E8
131,138,2,1.0,signflip_mu0p2,arl_fl,arl_no_energy,123,5855,0A1AFA5D5EFA48F3A47A501F0913541845C2DAE246CBF1BC976B8F018612B215,58043C59BDE4FD00E7435F06A6A239CDACFF672EC312B452DF065B9E0B6BD899
132,138,2,1.0,signflip_mu0p2,arl_fl,arl_no_pressure,123,5652,A545EAE28B69C7BE4523471D4D5BE9607FBA75AAFF63EDB558CE61B481FBC1DC,7F2A3D63029DA700CAB3B237270742D1E0E2A4FFA59229A3CBEA118EFF8CB575
133,143,2,1.0,signflip_mu0p2,tea_fl,tea_trust_only,456,5550,A2BA205A128CB2A701753153611A37214902116E581ACA8520ACB39D6263DCA1,82382A3FC2C185DD51D4BDE23ED28564FEF166D378CEF6D71C4F5596F7FE4BDF
134,143,2,1.0,signflip_mu0p2,tea_fl,tea_energy_only,456,5761,B7530EFC249672ACCE790B1CDC82CF040D8271D6C44BD9E7CC6B7F76B46B3689,E58D116C0F71530935C8985C9E88313F79CAB463F5773FEC1D10C9F6EC95C3D6
135,144,2,1.0,signflip_mu0p2,arl_fl,arl_no_energy,456,5782,607BFEF2DCC7E9E63509A2B513B955872EB54BB22F3016B7784759F1185338A0,F52BE6667A53996C42C5CABAEE5C86061C0AF7DC2E6977EA5B975B33EA2F4488
136,144,2,1.0,signflip_mu0p2,arl_fl,arl_no_pressure,456,5654,4E0BDDDBA3BC7B32566DC67B17F96B44D51FA0846269812D4C785E701D3EB0BB,0F98B372FAC9AFC717B1ABA12B02DEF15A5DF26F66EA63535B54B57D3A1D6D30
137,257,3,1.0,signflip_mu0p2,tea_fl,tea_trust_only,123,4851,77364464B3FD796B0DCCB24342B91B0F66B95548FEE9DF9B548A4F56C6D29A20,539522FAA96759A8936A0BEC891B4AA230ADF08CD033954FA7DA6E2FB7E9FFE4
138,257,3,1.0,signflip_mu0p2,tea_fl,tea_energy_only,123,5644,D2032A7C1C11788F4EE4AC4311A1D20373F4F54F2DBB1D094046D2725FCF5BE2,178DB62F6874FF1CB5D90927F5A4569946A5703DB234E6543F6B933767A900B3
139,258,3,1.0,signflip_mu0p2,arl_fl,arl_no_energy,123,5707,46B172C65CF84166654F9DF03A90DF1540CEFB4D435D5A16D5931B0C68ED2B72,046D1BFCDBBB5E78C136A23C2AAAFE6E33C089AD8AA8C738495139CCFF211DEE
140,258,3,1.0,signflip_mu0p2,arl_fl,arl_no_pressure,123,5543,CDA9AE56F3627CEF867B40FDB8BC750B0CE238D21DE30E65794499123912257C,5AD805E72786EA9BBC0A0706E273708E403BFBF184047645ACC43E3558EFD94B
141,263,3,1.0,signflip_mu0p2,tea_fl,tea_trust_only,456,5121,E644973D40ACA1581728FF1C41679D9256AA4637D1E5E007F5435B4BFA6F425A,23681F14030F0EDB149310038E55B5D347BFF397424AA0A0D4FA0E3F11BC3F74
142,263,3,1.0,signflip_mu0p2,tea_fl,tea_energy_only,456,5564,A3945D053B08217D9E565B2AE3E41009B03F9796E4F18341C0DE5CC44049D0CD,0F4060FF0EFE2A7657412E2787F5EBB6C3413229DE658DDF505271F04BED0B3E
143,264,3,1.0,signflip_mu0p2,arl_fl,arl_no_energy,456,5743,EBA69B035929412EBBA7E3475D24AFC8ED15422DB1D84B072A67CED826B62900,813450959DF73434A0841C463E8545FA489D1E72676835808974E2756877781C
144,264,3,1.0,signflip_mu0p2,arl_fl,arl_no_pressure,456,5532,6C6EB6A413C21B7C2459A9E5690BDCB4708C0233470BD17AEF35628597CCB48F,FB8B22B2F5CCCA01FC9F5B135319F1E3DB89CD9F41E379294CAACB5948FD1A4D
145,377,4,1.0,signflip_mu0p2,tea_fl,tea_trust_only,123,5550,64536205CC1535937846AA1F9806A8AF89C87A5F2C0CA6F0CCB0183A5992E3D1,4CAC70471F35D225EA64921A149E50E2F2CB544172E623501CF19139203D392C
146,377,4,1.0,signflip_mu0p2,tea_fl,tea_energy_only,123,5744,B793602EEDC1DFBCD62A9ADC4D5C438E367FFE5CD45A41699D72F2B798624095,B673E44A9437ED7200BE01E47366A93793554657610C027C7964DBCFB54F13C2
147,378,4,1.0,signflip_mu0p2,arl_fl,arl_no_energy,123,5827,8210FB64BCB251F517E3389D02C9D72FD5FE3B5713E5A05AC1EB1D41673BD057,99C245E6E810A4994EF154EFA556581110D29E1659108404092C0AC7998F0FF5
148,378,4,1.0,signflip_mu0p2,arl_fl,arl_no_pressure,123,5653,4CB9687B002823F0A67222631DCD32A02EF9DD854B8BE971BD84417CB65533AE,ACA106717B6B4350064F2AAAB2CCD779C7ECF19C67BB57A6E42FDDC3628C67D5
149,383,4,1.0,signflip_mu0p2,tea_fl,tea_trust_only,456,5254,CD40528AD72E313985CD46BF915BEC100098B939DDDC1ECBE6427277E3BEF30E,40E6BD55AF2155B42386E705CD4DE1C278D87FA07099755E0146E879E131A05B
150,383,4,1.0,signflip_mu0p2,tea_fl,tea_energy_only,456,5804,FD13F282B121384EC6209A43ACE45F3EB895D3AD777C54FFF1BC6FF4EC0290C0,98E5E60681A02089854B34E14508F8914713CBC2F8A4225C5EA64B53F881280B
151,384,4,1.0,signflip_mu0p2,arl_fl,arl_no_energy,456,5852,46ACC7838FECF2AE00C37DB3BBB6D3B87A118D9FF6A9788E273512852E73C2A7,CFD851D7B118C2DFD2FBFB8CD164A68168A4BD824B8584E66F7A8C0614380800
152,384,4,1.0,signflip_mu0p2,arl_fl,arl_no_pressure,456,5700,000BBB23B6EB9999ABD7EDA88CD56A2076636D7F0D1FC02DA7CABA6D1CDB06C8,2C5AB87BD71521DDD1BADED9A44E28572829863B94ED30B670B1CF83641727CB
153,497,5,1.0,signflip_mu0p2,tea_fl,tea_trust_only,123,5642,7B8F67CDE9B688235FF944640A8685E31353B8315E3AA0A6C64FCF23E7A8A01F,806577EB5EF7AE89B0EEE7D08D0426D2098CDA972E20AF8D1553ED04C01862F6
154,497,5,1.0,signflip_mu0p2,tea_fl,tea_energy_only,123,5623,D848F6E3D21343038BB4E94E9775D2F887C739C5DBF0EE6738883A7278921BD6,AE819DD01328B60A9BCAD8D4E4B1CFEB0B7E1FBD48110B7A703AB1DFFB895C81
155,498,5,1.0,signflip_mu0p2,arl_fl,arl_no_energy,123,5885,6FF884B2C6C7F516685AC8BA5532840747351A228D74960661617E83E71D59FE,95E34EBC6D904DF5CEB33CC7199A5611D1C289B226BB23F64BA65B4A0D50D45F
156,498,5,1.0,signflip_mu0p2,arl_fl,arl_no_pressure,123,5585,9B610E92213B70A32D3C8259D9D71070A79AE1F28B2DE1644DC3158C9232E11D,49109F95449B20752B810B3F7F2710DE419C3104A22C11A47F878DB45387CFA6
157,503,5,1.0,signflip_mu0p2,tea_fl,tea_trust_only,456,5409,525748EDFEF9130EC640EE332E760571F4B8902A8A7D74336862109F7F2A448D,ECFF3C41327FEED5DF21CA5BB9F33094425D93CA5B809BF20089E533B58AA8C0
158,503,5,1.0,signflip_mu0p2,tea_fl,tea_energy_only,456,5671,657E414B78D1FB8ED18F1ABEA9A949F92900BD05E10680B740F069891E31BC39,82293B54B8103D923B7ADE132E56508944DB48D1A6C4FC8F6CF1D013ACBA9665
159,504,5,1.0,signflip_mu0p2,arl_fl,arl_no_energy,456,5887,6A2E5FEA5A653E28E2419FF30B1E4A1BA787C8539381DB09A3FA5F713AA5CFC2,CF90CC61764121304E6B1BA1489F276047AB4B934B487143E6A1C36E32080593
160,504,5,1.0,signflip_mu0p2,arl_fl,arl_no_pressure,456,5573,BBE7383A7537F9AB31315CB85848CD9A05D0B5D568AE110D6738FB56F6FB3D7C,AD89048B126D9149A2310A5935C8E6D7FCD72DC53ABC375C3E19F15CB5049CE7
161,89,1,0.1,signflip_mu0p4,tea_fl,tea_trust_only,123,4796,6B452469C6F1DDAA3133E6994D494D6752F7A708408B3E419D9C17564D5AB74A,106D7F6CF1EE17F4153F1B9B49DDB4AC257713790BAE24244ED45EBB7AB2E1C9
162,89,1,0.1,signflip_mu0p4,tea_fl,tea_energy_only,123,5116,3BA8F9D8AF915A333EA9A29D08D1415F90B95DF5E2049BB772A8933BAEA75286,716351A2A60E69D0E24F924C9212C4099F7E700E7ED4C5DA2FF1006BD77A4327
163,90,1,0.1,signflip_mu0p4,arl_fl,arl_no_energy,123,5693,6C3B704174FEFEA12A5A9597B8E7C02D4E15E563CE10B25449D318EE4AD65A14,8C063229AC4F9FC4A447442626C170E40D65920A2EFD83E96FDCA7932CC74B3C
164,90,1,0.1,signflip_mu0p4,arl_fl,arl_no_pressure,123,5432,C63363E8ADDD5C20DA26C52367644445E36EB347303B0733AAA9F7DE96F081E3,946DCCDEDF647D624F17C4537880300286204763FF73E5B5F8A9B5D23B51E4E7
165,95,1,0.1,signflip_mu0p4,tea_fl,tea_trust_only,456,5154,B400FD1174DD5791CDD65717B66B55E6782287924F1CA7946B711583BA5093A1,C4274A8072EC91C6D1D9ACBB8EC955BE9961CCB96D3874AA6F23874B309F9EF2
166,95,1,0.1,signflip_mu0p4,tea_fl,tea_energy_only,456,5247,1BA04DF70C2266FF0895C90306CC3A8784D4A359D8FB19B9AF7777E5A488065B,74A568C921EF217BAE842F1D0D9203E4591301799A92BBC712FEFC94D3614070
167,96,1,0.1,signflip_mu0p4,arl_fl,arl_no_energy,456,5746,7302186CA1D9ADDC054608F49EE4235276FC8F9F53BC88744DD3041A3E8EADE3,EAE12BAE81F037CA9446C221872FE295BF1765A979AEE2E2CBD2FC0C9D27567B
168,96,1,0.1,signflip_mu0p4,arl_fl,arl_no_pressure,456,5373,5A900EAF8A464656E07153E031890C2618D1E2ECBD3105337BCBC292690B4F96,0E8A01B7768F7C666EF2FE44F8180B710745C2C99E36891E100CCFAFEC125CF4
169,209,2,0.1,signflip_mu0p4,tea_fl,tea_trust_only,123,5300,B4B23E594AB1FAFAAE051282F5CFA529730DBA6280FBF3C44ED7180BBFC5C1E8,1F4474A32E0CC74B64A4D64B937D092DEF741B235BFD834DA3EFAFA2739B3221
170,209,2,0.1,signflip_mu0p4,tea_fl,tea_energy_only,123,5365,F91887DDB2D32B22B08D5548BBB5EDF12F44B73319EE59D7B410AC1EA20923F3,B2B44B6DF90F4FD5C5B61B956F90D97B3B7EC3D1727105909FDBEE012019071D
171,210,2,0.1,signflip_mu0p4,arl_fl,arl_no_energy,123,5779,C3D5186451F5C9CD8DC94F0C3E07B496B348125FCC60F88963703BA4E3E43871,558C02DD898D091CFC252D8CAB33313F7F8BB0D39A846B90DE0723B138F6730D
172,210,2,0.1,signflip_mu0p4,arl_fl,arl_no_pressure,123,5594,32BA1BAB3F0E314D530B1C3E5C485B6249BF3AA80FA026835B6EBC0CD35AD2D4,00DFE052306EB613E91411EB0C8A9502F438705449BE3FCEE4246841A3717575
173,215,2,0.1,signflip_mu0p4,tea_fl,tea_trust_only,456,4744,EE4E6B2CE7A81CC798511FA08A97BB5DBE083D1C7E8ABDE0EC7F805090C1531D,083C33710E32D3D6E9190F16D4483F61A38C881985DCBBBA9878A92B65342435
174,215,2,0.1,signflip_mu0p4,tea_fl,tea_energy_only,456,5292,E0CC2FEF04EB05C974959D4C6A0E44580EB8CE3BA1E724F7D5E6C590931C8CA8,1C0F353406C3914B50C6666B0E5873601E70406023C77CA6CBC81E6944D5D214
175,216,2,0.1,signflip_mu0p4,arl_fl,arl_no_energy,456,5489,72A76170B00EF29D60B5B86E20DC46BAF5AB93C82B67EFF3F98AFCE48A02F511,5C77B40FD568A1ACE5E376FA3A90EC07888050586B257EE13F5CD548ADFD725F
176,216,2,0.1,signflip_mu0p4,arl_fl,arl_no_pressure,456,5484,A690F57B46B9750344B94AE2D81420A937ADC30AAA89BEB8C6DAE6D35B7CF9CD,92679878B7F7DC8AD091DE4C896DD7C77B297E1BB8F14949D033119FCD53B71E
177,329,3,0.1,signflip_mu0p4,tea_fl,tea_trust_only,123,4772,97AEB0D9C224430A8F0EDDDFF7813D549FA5DD2E37AAFF7228596AFCD055BB2D,829AA010EA9F67E91B0513B8A947D46ECA1FDC937DF722EDC66868874E51520D
178,329,3,0.1,signflip_mu0p4,tea_fl,tea_energy_only,123,5190,19E94252723CE109B94053293EA5883EFABB80F0C34DCADA5AED9CED85B20CBE,5C51F4B0D2157EA75E72D987DBF0F47184B5F8EDE0324F577246D8C2B99FF250
179,330,3,0.1,signflip_mu0p4,arl_fl,arl_no_energy,123,5510,7560BD6D4E6A8CA3424580B73D824CA3AB91DBF33CE79023DBA483A69D876D52,64E2C5D0109C57CE83B54284FCE81B276CD2FDC08E38C1715590E6B82AFD19D3
180,330,3,0.1,signflip_mu0p4,arl_fl,arl_no_pressure,123,5305,9B42A4E2F6D6AC8C63E25864C48E7B90741523E6B1E5CB58DEFEE009BE8F1F80,87C172FC30D16C0ECFB89EFE287D7C0B8CA7206D02346BF6FDEEC9B174E4830D
181,335,3,0.1,signflip_mu0p4,tea_fl,tea_trust_only,456,5180,145C96D006641601FBA867D2156BDBDCCB4BA9736AEF8AB3CFB52484E2C37E3D,E465BF6D067AB504D35E25D4C650D5899516E88EC1FA78E52DDC923E33E276AF
182,335,3,0.1,signflip_mu0p4,tea_fl,tea_energy_only,456,5187,816A053300F0B0C296A47AA350BE1836E67BD33CBA4CD49DCCCC78CBD5679CC5,B47052CA59A1093D8BCA16B777F0A51971261CCAF50C1F98AFA91BE1C12015FC
183,336,3,0.1,signflip_mu0p4,arl_fl,arl_no_energy,456,5596,6C8370891478ED48609D3281E0185CCFF6D85258B6D8B368611358AB192C6265,D3F7243BB83DF49B169940DBDB5845DC871EBF816B5BB73B9CE5D27D21DB4F01
184,336,3,0.1,signflip_mu0p4,arl_fl,arl_no_pressure,456,5488,0BB18D4961B38DC891F4E4D7E6D3834EAC711E020F04DB84FC5BE9FA43143EB2,5B09497EB073E641B5DCA96A2355D5B7C42CE6B8A0B5A8A874F728A287D45C1B
185,449,4,0.1,signflip_mu0p4,tea_fl,tea_trust_only,123,5180,B47D1149E226895FBFB212D25FF08540586AF8DF735408C17FB3C1CCC31DDB58,B4FE3752C0542859A5D4EF74103DB2612D2F52B2C3B1C192E04D1FED45613403
186,449,4,0.1,signflip_mu0p4,tea_fl,tea_energy_only,123,5462,253149443BC17814B91239C1E83826EE8F033FBB6418BE5DDA68704B11A4D356,A03E4C12523EEB3A34D948363C3867A3D0188E7ECB821429834603EFE3F627B2
187,450,4,0.1,signflip_mu0p4,arl_fl,arl_no_energy,123,5851,6C9BB2C0E18E99173587B4FFA8FCF61C862A39549D8626963D5E5400EBC937B5,F4EF5AD34DD49F0F9DFFEDD977C55C38E610D71F38EEBAF113A106C37951BD41
188,450,4,0.1,signflip_mu0p4,arl_fl,arl_no_pressure,123,5573,1DB08A70234F8483C21D851A4A23575DA657FAEE410DF2A677A18AC1A4CD5EBB,C3DB5B0CC5E152E558A4A087439A22C6399C6B6B23D23AED35232C7A13EEC392
189,455,4,0.1,signflip_mu0p4,tea_fl,tea_trust_only,456,4982,FAEE104BE5136832F279967C681D98031B763BC6541565A3BB0D7F43963CE1AB,532B2A0AC3137E1E61D74F7573A8E41CF477B40CDAE9612D6AA55F3178E56A79
190,455,4,0.1,signflip_mu0p4,tea_fl,tea_energy_only,456,5338,80BEBA757BA2CD6DF5BDA6C30452957F0F27EB059AB13EB545CBED484FD92C3F,052FDD6A90F9CB8A0A6FEE9122925CBB808C1F93199502863DCD514697E25B9C
191,456,4,0.1,signflip_mu0p4,arl_fl,arl_no_energy,456,5745,171CEC89F1AE4D8E44B52543299771AE5A47A01A06BC740F81D36C3EDF8E9707,A05FD5CCD76763F11355004FDA00C8E45A21339D200759AC1F1FB1678D791F78
192,456,4,0.1,signflip_mu0p4,arl_fl,arl_no_pressure,456,5510,1E30BE957A566725E98F94F86A9E7F0D49CF0D16FDCFAC0D48925E061AF41A31,DB55F1A1426EC90CCC1C923C48E9B76396E7D042ABA9FEA650AD60B4638B0DE7
193,569,5,0.1,signflip_mu0p4,tea_fl,tea_trust_only,123,5182,9485606B719E159E303D3EB414FD44603019C319627E6B0B1D2B3F728476AE5A,9ACD9BF71E5973BD990C81DD115392ABC54A465B97AA485EE15A8257637F3581
194,569,5,0.1,signflip_mu0p4,tea_fl,tea_energy_only,123,5172,EA1A02899F5324E59D562C20505D0E7B3FB003E0E54458D84AAB7F342D5F245D,D34ADC7787853F09243164CCBA85CF837926A7BA060E38F19F700CD85F1DC760
195,570,5,0.1,signflip_mu0p4,arl_fl,arl_no_energy,123,5728,6D38F428721DD0B804E4E4A1128A1F1971A302529470ED018CCD07795C5F1CC6,1CA18577702526844915BB50B46882E62A24371023B168C51279B9B74784097E
196,570,5,0.1,signflip_mu0p4,arl_fl,arl_no_pressure,123,5522,839C91B8DABA89314FF0A0E3326C403401C22D1A25D44CC9203FE56957C25F41,188E8DEE38C5B3A580704F0020343DBE0ECD2876F3BC3DFDE52E7A170F729C86
197,575,5,0.1,signflip_mu0p4,tea_fl,tea_trust_only,456,5322,F989B1B78C6352EDF8674624AD9818CFB1C85688EF5DC4DD6C0AACEC7F4A3F7D,63D1F5F302C21C032C0BA2668879A33AC5EC1EA34A6A7F300CD534B28EA05E56
198,575,5,0.1,signflip_mu0p4,tea_fl,tea_energy_only,456,5174,B69EB112E6502ED285CC3FD6AF466108FFDB1072FDE8C1C1B8711E11DED9A542,75280D43B079F21C2682C929DEB99B037B6E5C5CF58549CD222595A9F6BCF73F
199,576,5,0.1,signflip_mu0p4,arl_fl,arl_no_energy,456,5664,C5D29CE5B85EFC42FDA18466D76F05B5BB302D65BB9CA24E120E426CB358B300,5C80FC02946A900E2E02FE67CA148D898EE38E3BBAA1C2C260252EBC4CE79653
200,576,5,0.1,signflip_mu0p4,arl_fl,arl_no_pressure,456,5411,3E4AA85F505179AF6150ECE2E6A02E5C68A3B7170186566EA30E565B13F23AB3,4ED4C0881E21443CA178F729E218B1AB90878F69D53A1644177A42E70C89538E
201,29,1,1.0,signflip_mu0p4,tea_fl,tea_trust_only,123,5301,2E2D9593C318D774C0C476C47B48EC2FD0E76625DBF2A090C2A282DBA6D17547,54D7111B66AF4C2A70A8BB4EE97605625D77040A1E7B5C1B831334183552447E
202,29,1,1.0,signflip_mu0p4,tea_fl,tea_energy_only,123,5644,5EC10A9F5DCFD70BF1C29256ADC62458778E791EFE46D46215AF85A5332C02CC,4DC9097128AB334079B92F54BFFADED1368E7D434F7F2BEC93581F40DD7B13C2
203,30,1,1.0,signflip_mu0p4,arl_fl,arl_no_energy,123,5933,FAEC622274DD86EB22784AC5FCB00AE9D199E0B8118E0296B46F63126E48FDB6,FFDA8ACC756FD564AB4A35B1864E646E2A73CC53608F3F611D99C3E595E0972F
204,30,1,1.0,signflip_mu0p4,arl_fl,arl_no_pressure,123,5626,401B2641C423F1F7B4D8BB1913BA9438B129702BB45446E2A626C73CDCDE78F4,DBDA762B85A67AE0E91460C15D2CD7CE906CB0420DE9D72F691C6C65695A137A
205,35,1,1.0,signflip_mu0p4,tea_fl,tea_trust_only,456,5504,CAC41098C7B6479EFC068E36585B79E5F069C85CCD4FF23B5098215378EB44AD,C765635DE87094B95E3F70CE809A39965AF3C6A331DA4A1AA766AB1B10B9D47E
206,35,1,1.0,signflip_mu0p4,tea_fl,tea_energy_only,456,5670,8E75E3932B86B7995885E04027D360007F4E68B24E9FD3D78980F374C73F0B27,CAF3383C7A57D8E4D0D84AA4842AE718621993B3E84BB7476F3137C001771CDA
207,36,1,1.0,signflip_mu0p4,arl_fl,arl_no_energy,456,5941,1097175E29FF8D158C76DDECD2B547D3C9B147434F37371F936E2A1B68DDBC3E,2B4CD01E9EBD9C6D0D4732B0866F1A9D1694C001B2B40C26448F083042EB0A20
208,36,1,1.0,signflip_mu0p4,arl_fl,arl_no_pressure,456,5734,A18BAE91ECFFFC94EF5A18653E8EC338B9BCBD754D216CEC63F46E72D66A610F,08B0AB13AC49A5C51C7E15A2B85C76C773484B520FBDF07B9D476F88381104CB
209,149,2,1.0,signflip_mu0p4,tea_fl,tea_trust_only,123,5273,BE1FAA8B2BBF3F5ADF36CF6EEC66DE4F5D758B5B7D025A896316CC563F5DAA0D,4E231F54F7B9238C952A89A5F0FCF672113980519B098505AF25C3756BB814E8
210,149,2,1.0,signflip_mu0p4,tea_fl,tea_energy_only,123,5608,6A721013A33DA60EAC2DC5F34CC87F504E4F22A74092E7FAD247D925CC5F0CF8,55D1453211FC8C855338D986DE79E036138966C97FA29B1242ACE1B989DA098A
211,150,2,1.0,signflip_mu0p4,arl_fl,arl_no_energy,123,5843,10CE46EAACB0992E26F6345B6871FBB64337AF0D90D6A44255EAA7638F40297A,4E2E8642A033FD58CF40C690557A6316FB0523B2C69D6B4AB88FAB39DF69F1F2
212,150,2,1.0,signflip_mu0p4,arl_fl,arl_no_pressure,123,5626,1F823509B3A2C2E9917C9D25F8BEF027842339B9FFFA2B2BB3047A8BDB2537F4,25811E1AABE8B0DE15260FF1FDC78489ABA834BD6940E032FF38234E0DB00F2E
213,155,2,1.0,signflip_mu0p4,tea_fl,tea_trust_only,456,5513,052D298B9958410E13146448E49FF1BAC2C6FEA9D9DF10CDA6F30B113409CC9D,C149291EBB53774767FA5763B924C4C5BFB3F406C394CE9491AE15D550DDD09A
214,155,2,1.0,signflip_mu0p4,tea_fl,tea_energy_only,456,5761,408682B87466F79A6451012AF13D4DFABCCEA6D650075280EA498CEA466C4F66,75D87E16F0D67A3AACDD98166076E275E71AA982C4EDC0C8605D99B67E981B95
215,156,2,1.0,signflip_mu0p4,arl_fl,arl_no_energy,456,5808,9176574002BBB01868B12816372810D2FF4DB8D6D61A6C3AD8575BF097695298,9B9A1C420202F4B28C0C246C17FD43127A5734F4D1A647CD803082DCDDDA4908
