ablation_run_id,reference_run_id,source_condition_id,outer_fold,alpha,scenario,method_family,variant,variant_label,component_isolated,fl_seed,early_stop_round,loss,accuracy,balanced_accuracy,macro_f1,final_active_clients,final_mean_residual_energy,final_min_residual_energy,total_normalized_energy_consumed,jain_participation_fairness,scientific_optimizer_steps_accounted,run_result_binding_sha256,run_manifest_binding_sha256,run_manifest_entries
45,59,10,1,1.0,labelflip_mu0p4,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,,1.8055486935759677,0.4798136645962733,0.4565398273901786,0.3715179562026849,14,0.28274477357046834,0.0786500570070747,15.810847644290657,0.7276100737614712,5377,658276B1A7BE5E57EA2F6751B2AB7A05BE6D8AC6B35442FD35769C3F9DD54FFD,BD6A21938DC183E41FD8897909C495636C5F53273F08E9D7AECBB12BC478B53E,11
46,59,10,1,1.0,labelflip_mu0p4,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,,1.4199533405758085,0.5093167701863354,0.5234854839170675,0.46493046154730777,28,0.25588808956443293,0.23154921183668215,16.562834796459647,0.8932758659192925,5670,8BDC4AEB93B48752A0D89E01E6ADBD8D4A0C8816E52078D9E6BFC404B72AF90A,A796862B6E0727C15380759CDA432CC095195B6B398F811577564725B1280F21,11
47,60,10,1,1.0,labelflip_mu0p4,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,,0.8896880902612184,0.7634575569358178,0.743044778973926,0.738380209429398,21,0.23716003520851564,0.07728219812258452,17.087220318425334,0.9302866445723589,5844,6F2C031D9FD2ECCC486E83A56A15EAC12F3338A5B0B5EAA56651D66956332F2E,DA4CE551128782300976C84339CEE46E4884BEDC9DDAB8F2AFE7D6B250E5E8D5,11
48,60,10,1,1.0,labelflip_mu0p4,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,,0.8948468509174529,0.7386128364389234,0.7601634225670665,0.7420625379058973,25,0.26183823391556343,0.07515005700707286,16.396230754627993,0.8681026531387337,5589,9D212D5CB0190B85983F41CCBF307BFADBCDA20434AE2F01FEF7228858132150,BFDADAD0F2A9C43083643285F636195F5D6C3606D8C5B548B440350E019F02C1,11
49,173,29,2,1.0,labelflip_mu0p4,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,100.0,1.8634317383557837,0.6661757486499754,0.5837285501651921,0.5347598576161626,12,0.28464185410545656,0.07349639982130712,15.554050411899016,0.7047846760927992,5238,398FC448BCAB50E3AAB71516F0BC7903726A187B2991EAB3A079953692659826,AC9C6D47D105EAD33624A5AC0C4926BBFF9FC0ED57232841125A2C1E28003425,11
50,173,29,2,1.0,labelflip_mu0p4,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,,1.6365822268632562,0.32106038291605304,0.3257987513790838,0.3106483123944927,28,0.2451569831544611,0.21639122854894638,16.659626798526887,0.8918120506103339,5608,728B05005DBB9851ACBB5C83AD3D4C3BCD893AB076FB4F6424C19EEBFDF9BA48,FC1BF99B605F248DA16473C8849880E4ED59B382CB5920CF3912FE62BAB38F0E,11
51,174,29,2,1.0,labelflip_mu0p4,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,,0.9584083203070879,0.6828669612174767,0.6783931670695221,0.6433692935645534,20,0.22738479733944714,0.07282858967161598,17.157248001347277,0.9256902177686237,5738,D17F3697E8AF06B30EBA551B6342F0EE8E20806C0FF1172D838F8DB9483F1DF0,76BF4361FC0048B308AC62C9CC4936C3152585A62A87BCFF75AAB1119C66E0B9,11
52,174,29,2,1.0,labelflip_mu0p4,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,,1.1574660709926061,0.572901325478645,0.5191811681869393,0.4628420474317423,27,0.24725259307058464,0.09760095796300067,16.60094972087543,0.8637070305752289,5537,AD8B3285607F4972DE6A09B7DCE56BF6761B0C91633F24A06A342201AE24DAD7,C23EF0C34267D46A7774756F8D884787E4933C3318791C688AF3C75FFB6709D6,11
53,179,30,2,1.0,labelflip_mu0p4,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,,0.9609408818028051,0.6956308296514482,0.6752146362091839,0.6345929762718167,14,0.308172404624906,0.08149331334515164,15.558868657443302,0.7416334476684898,5399,E3F251D1421AB075FC3B0192F40AD6C70D2AB4243AC2DA96DD93A032ECB523BE,45CF06C6C905B6AC986F622BC4F2FF9CFFE58BD3F258FBCBD9390D7E573B4FDF,11
54,179,30,2,1.0,labelflip_mu0p4,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,,1.0414247370608951,0.602847324496809,0.6250366780737088,0.5863817710175742,28,0.27323856680657505,0.22852009039447008,16.53701611635657,0.9335542745116344,5761,0B1FCB08B07167A84B6B132633BA5EB185EA033A9D0AC8A5E4D996BB962EB318,26AABEBD0C26491EC18B4CA00FECD499271FAC0FF0852F00760242224D67AB91,11
55,180,30,2,1.0,labelflip_mu0p4,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,,2.1261058265693524,0.25233186057928325,0.23486256999221392,0.17347379585339415,26,0.2681182039348755,0.09428718663283601,16.680386276764157,0.9123879473552154,5802,53451C27C0175040E289AF2FCDB74374BAFB067FEFE3E26DF96C638296CD7072,3EE7DEE49FFC6827BF52792A75DB871633BDAA8AC9921F2A59568A3647886F2E,11
56,180,30,2,1.0,labelflip_mu0p4,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,,1.3433595792183293,0.5419734904270986,0.470480285801367,0.4353998540652733,26,0.2857181454114676,0.09528718663283618,16.187587915419577,0.8801364211452776,5591,F4EFF840905B137FDE9ADE446A28564C784525526E64A4CF263DF54CF0BA71CA,5A6838CFD3D7892D55013D937E30346CE8A95D2607DC3FCD25ACF2B2A2A597D5,11
57,293,49,3,1.0,labelflip_mu0p4,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,90.0,0.7929698201678747,0.7503559563360228,0.760659305641674,0.7425978955960083,13,0.2790104821626391,0.07160023269639715,14.89235023273484,0.7061288165812347,4802,94CDC505B94A80A811FAF3AEBB5C2E841B4D81BEFE25E7A78DC97A77309FDD93,A64D8E3A3F3BBBD92FC81B2733154519FAE8B002DDCA40A928E1E8FFA55FD9A3,11
