alpha,scenario,method,method_label,macro_f1_auc_0_100_mean,macro_f1_auc_0_100_std,macro_f1_auc_0_100_median,macro_f1_auc_20_100_mean,macro_f1_auc_20_100_std,macro_f1_auc_20_100_median,balanced_accuracy_auc_0_100_mean,balanced_accuracy_auc_0_100_std,balanced_accuracy_auc_0_100_median,active_clients_auc_0_100_mean,active_clients_auc_0_100_std,active_clients_auc_0_100_median,mean_residual_energy_auc_0_100_mean,mean_residual_energy_auc_0_100_std,mean_residual_energy_auc_0_100_median,macro_f1_round15_mean,macro_f1_round15_std,macro_f1_round15_median,macro_f1_round20_mean,macro_f1_round20_std,macro_f1_round20_median,macro_f1_round25_mean,macro_f1_round25_std,macro_f1_round25_median,macro_f1_round40_mean,macro_f1_round40_std,macro_f1_round40_median,macro_f1_round100_mean,macro_f1_round100_std,macro_f1_round100_median,macro_f1_postattack_nadir_mean,macro_f1_postattack_nadir_std,macro_f1_postattack_nadir_median,macro_f1_postattack_nadir_round_mean,macro_f1_postattack_nadir_round_std,macro_f1_postattack_nadir_round_median,macro_f1_delta_round25_minus15_mean,macro_f1_delta_round25_minus15_std,macro_f1_delta_round25_minus15_median,macro_f1_delta_round40_minus15_mean,macro_f1_delta_round40_minus15_std,macro_f1_delta_round40_minus15_median,macro_f1_delta_round100_minus15_mean,macro_f1_delta_round100_minus15_std,macro_f1_delta_round100_minus15_median,macro_f1_final_recovery_from_nadir_mean,macro_f1_final_recovery_from_nadir_std,macro_f1_final_recovery_from_nadir_median,active_clients_round100_mean,active_clients_round100_std,active_clients_round100_median,mean_residual_energy_round100_mean,mean_residual_energy_round100_std,mean_residual_energy_round100_median,global_pressure_round20_mean,global_pressure_round20_std,global_pressure_round20_median,global_pressure_round40_mean,global_pressure_round40_std,global_pressure_round40_median,global_pressure_round100_mean,global_pressure_round100_std,global_pressure_round100_median,global_pressure_max_mean,global_pressure_max_std,global_pressure_max_median
0.1,signflip_mu0p2,random_trimmed_mean,Random Trimmed Mean,0.23933171315703722,0.050079226572457725,0.24860550054121267,0.2534134481529906,0.05660348542438663,0.2639283255273242,0.3319342077490877,0.046589670828523756,0.34203394062038306,25.615,0.7224764509810835,25.700000000000003,0.520873178916417,0.024097049642506245,0.5191289453318022,0.2110548762913284,0.05260157972494286,0.2105937742244183,0.2839960404373779,0.07564420677826879,0.29173119127093516,0.20632501499811656,0.0896428330339666,0.2170854116886871,0.22953242201673354,0.13194122802672023,0.24849132867992357,0.2873511584374024,0.12194784757136683,0.3160424394079444,0.06596217826602482,0.04173639864083031,0.061911280359919246,61.0,23.781411975649288,62.5,-0.004729861293211865,0.09246412558409887,0.018230555106947086,0.018477545725405102,0.12588841304489365,0.017889907737977745,0.07629628214607397,0.10214730794983427,0.04540504746934863,0.2213889801713776,0.10940677251871761,0.2007946821336477,17.0,1.9436506316151,17.0,0.22244794942663418,0.024261808254005708,0.2189334403913561,,,,,,,,,,,,
0.1,signflip_mu0p2,tea_fl,TEA-FL,0.2758325175389672,0.04883817156469534,0.26903481685076824,0.30221655406706005,0.058482690931285886,0.2961226782568956,0.3683996730505459,0.03964832927342875,0.36485516344891245,25.7725,0.48754629409820044,25.674999999999997,0.5889964132487018,0.025577905986959883,0.587473283876994,0.22759745692206512,0.044782316635592935,0.22596383612787568,0.18724010683128314,0.06542398082774543,0.1791790833080725,0.23374852285009468,0.08012570789673717,0.20304947976520693,0.24541207565160078,0.09642041204705984,0.24113498207155215,0.43261029037426874,0.11953327752475991,0.4146012734373662,0.1327097354150467,0.057678928707550314,0.12091455530032345,29.5,13.006408676751114,20.0,0.006151065928029534,0.09773500068517016,-0.022382852356929703,0.017814618729535655,0.09777517276670289,-0.0017782276335615993,0.2050128334522036,0.1258110147459275,0.1830435356872095,0.2999005549592221,0.110777209795105,0.31389556818518866,17.1,1.5951314818673865,17.5,0.3079091703050047,0.03713405594618116,0.31112714121837637,,,,,,,,,,,,
0.1,signflip_mu0p4,arl_fl,ARL-FL,0.05962149555254971,0.017923905349062186,0.06018411543102693,0.03275508366090527,0.019799036449453602,0.029363674343975334,0.14316142376613322,0.027809959824695217,0.13605197268386782,26.595,0.47969897968529324,26.5625,0.5457991830852048,0.02234271509608409,0.5446816019326393,0.24023549118402587,0.07257506560842193,0.243003101180191,0.1476699235670173,0.10359158388578339,0.1341850478598449,0.03338197689644693,0.04455467751015512,0.01413671462696515,0.0280845316460767,0.026784824623505094,0.01590671906918905,0.01941733625319571,0.012397332834064018,0.014841307915025151,0.01277942541685235,0.002687971193381748,0.0139168340627264,42.5,29.837522983280262,25.0,-0.20685351428757892,0.09856756665115905,-0.20769625465073865,-0.21215095953794916,0.07822490659238583,-0.1940181732521955,-0.22081815493083018,0.07718106891964867,-0.2268196658738435,0.006637910836343361,0.012427213393167423,0.002370124147344101,21.0,1.49071198499986,21.0,0.25198952181861733,0.027854173562002506,0.24653434194695015,0.2014023297012919,0.015572097014237805,0.1982988598921248,0.271124797776492,0.03222905980349221,0.27814523619800013,0.36159479839360986,0.04011035176641984,0.3683499832841479,0.3921526731667673,0.028272174806435027,0.37740754103563884
0.1,signflip_mu0p4,fedavg,FedAvg,0.0558065568322806,0.007484965965386405,0.05469365928319768,0.01740534799720687,0.003612646692216747,0.01612857527682505,0.12854560654684796,0.006785549902530917,0.12958925656570885,25.615,0.7224764509810835,25.700000000000003,0.520873178916417,0.024097049642506245,0.5191289453318022,0.29409917500637917,0.04335480172785249,0.28932148700314436,0.09270248180156106,0.0782211217448432,0.0817032214350199,0.01463828695401399,0.002974790584978306,0.0142732175478186,0.01471095678023832,0.002948127041799011,0.0142732175478186,0.015319655462552251,0.0018725772238162284,0.0144208037825059,0.013687592160098312,0.0031483473365839826,0.0141045388076426,30.5,17.392527130926084,25.0,-0.2794608880523652,0.041672577005454695,-0.27435852404018146,-0.27938821822614085,0.04168192163049866,-0.2739951749090598,-0.2787795195438269,0.042010990293001545,-0.2738147888155952,0.00163206330245394,0.0032950784668356946,0.0,17.0,1.9436506316151,17.0,0.22244794942663418,0.024261808254005708,0.2189334403913561,,,,,,,,,,,,
0.1,signflip_mu0p4,fedle_adapted,FedLE-adapted,0.05442251771034451,0.0065977810863357255,0.05515006556466118,0.015731418826812015,0.0025093181276467876,0.01592446425354587,0.12909562384074505,0.005561656902573396,0.1288358747147251,26.79,0.5069242766155746,26.85,0.5090622387625803,0.02170268411122508,0.5105448630327728,0.3012032763698843,0.07498449469254444,0.3056259299894887,0.10229234547965935,0.054037834114277,0.08653430301996021,0.012813621589499849,0.0031130399219510274,0.01351061376216485,0.01294778668273536,0.003127425087619362,0.013956328533500501,0.01294778668273536,0.003127425087619362,0.013956328533500501,0.012813621589499849,0.0031130399219510274,0.01351061376216485,25.0,0.0,25.0,-0.2883896547803845,0.0753798578136552,-0.29350197690833013,-0.2882554896871489,0.07530409552427401,-0.29350197690833013,-0.2882554896871489,0.07530409552427401,-0.29350197690833013,0.00013416509323550992,0.0004242672771130607,0.0,19.6,2.590581230363393,20.0,0.21475067947135545,0.024926898190469955,0.2122655160392954,,,,,,,,,,,,
0.1,signflip_mu0p4,fedprox,FedProx,0.05537831216909796,0.007217310480653789,0.05417017804433018,0.017278543257899567,0.0032017255224901404,0.01644344523727534,0.12800269834682193,0.007167074633547933,0.12825488133653826,25.615,0.7224764509810835,25.700000000000003,0.520873178916417,0.024097049642506245,0.5191289453318022,0.2935267657159978,0.04512467560989665,0.2971407631158446,0.08623058448156959,0.07663915249979432,0.0674353285244912,0.014211308322365552,0.003092348695502381,0.0142732175478186,0.01510381192799543,0.0029634337218184354,0.01527114955480435,0.014761815816393681,0.002529388646700904,0.0144208037825059,0.014080447307855421,0.003300906896736206,0.0142732175478186,30.0,15.811388300841898,25.0,-0.2793154573936322,0.04512549969750054,-0.28178165116298265,-0.2784229537880024,0.044136311687761734,-0.28178165116298265,-0.27876494989960415,0.04544108517387232,-0.28178165116298265,0.00068136850853826,0.0018052237655541254,0.0,17.0,1.9436506316151,17.0,0.22244794942663418,0.024261808254005708,0.2189334403913561,,,,,,,,,,,,
0.1,signflip_mu0p4,random_trimmed_mean,Random Trimmed Mean,0.055821252212369846,0.01050505193422945,0.05226994955424738,0.028049672576779556,0.013456098807881749,0.02362047236937605,0.1346781913793219,0.016758611402595682,0.130313348030244,25.615,0.7224764509810835,25.700000000000003,0.520873178916417,0.024097049642506245,0.5191289453318022,0.2190073438878506,0.05718195930343286,0.20730042431123685,0.142658514470301,0.06583154798824807,0.15183958544970516,0.06168966934109732,0.08549106363184768,0.0255654653022511,0.01554229508955221,0.002516653416830021,0.014778366057347302,0.02453959260473604,0.015629286195575035,0.0158437772115112,0.013273582345056812,0.002940492320298583,0.0141289523623016,47.0,29.925834249951254,32.5,-0.15731767454675324,0.10536768793355597,-0.19455090620577084,-0.20346504879829835,0.0566407502854467,-0.19188301781676215,-0.19446775128311453,0.04821544426007562,-0.18997982345351574,0.01126601025967923,0.016621503562687216,0.0015959636142380005,17.0,1.9436506316151,17.0,0.22244794942663418,0.024261808254005708,0.2189334403913561,,,,,,,,,,,,
0.1,signflip_mu0p4,tea_fl,TEA-FL,0.2526300942417971,0.052176784692947925,0.25824087855699507,0.27630166998894373,0.05961749397527579,0.2881264977968476,0.3487738988092347,0.04686487972382648,0.3553686605207361,24.955000000000002,0.6334210465576766,24.875,0.5776586742819475,0.022942724899498036,0.5764038471087836,0.21932890709990618,0.0727220901690276,0.19995791792501105,0.10358092437135105,0.06276780002404711,0.09931238782822274,0.15436292205847715,0.08368111914645666,0.17612755717460166,0.2307067129493034,0.07735926129403749,0.23299332385890525,0.33188520794262916,0.11431747105602408,0.29945633313071063,0.09547398224508638,0.06370582621281572,0.09310406537735069,22.5,4.85912657903775,20.0,-0.06496598504142904,0.11720578634382034,-0.03961389935002854,0.011377805849397184,0.09787075522500877,-0.022602508553190084,0.11255630084272297,0.16403553441711458,0.10594989274736341,0.2364112256975428,0.13786145352546586,0.25792918203829107,14.6,2.270584848790187,13.0,0.29128616758270526,0.02535347919922199,0.2894213391835297,,,,,,,,,,,,
1.0,labelflip_mu0p2,arl_fl,ARL-FL,0.5740932656645414,0.04449821278878401,0.5683304143468545,0.6326217201366083,0.050175457046557966,0.6240472092986232,0.6103917745233194,0.03442532487865913,0.6015811640236439,27.627499999999998,0.1753765789506817,27.6125,0.5564891833881178,0.02525530140541856,0.5557108000639959,0.4896181386075013,0.09677539553917965,0.4449178803476408,0.501889454136516,0.10206167816164184,0.5052933780878333,0.4989799142325831,0.09617703861770185,0.5066979280551682,0.5454082900988555,0.0831000405942828,0.5643253247688453,0.7276661149377954,0.05010431631128847,0.7273151804750011,0.4036798903754237,0.11733478418479158,0.43993148867782617,34.0,18.52925614624973,25.0,0.00936177562508178,0.13270489829463797,0.025026620366523505,0.055790151491354224,0.09599717172680544,0.06578161355419976,0.23804797633029412,0.10815128569253672,0.2575377878112839,0.32398622456237175,0.09692629196110127,0.3420114686512735,24.9,1.9692073983655902,25.0,0.2630408185800699,0.03170803704066106,0.26274551274085056,0.2026996769719441,0.013459151834017528,0.20136243623310318,0.25253831520245906,0.011787415328774939,0.2498862160965657,0.28048825470166733,0.012002779037974556,0.2753985819590799,0.30089065151174066,0.013626568535583881,0.3005046513925034
1.0,labelflip_mu0p2,fedavg,FedAvg,0.5954261041000857,0.03938409371469953,0.5928957531138321,0.6465149783911421,0.044081830345856124,0.6378383026002664,0.6272601890411826,0.02985787592512336,0.6240554697736653,26.847500000000004,0.7601580610490019,27.1,0.5323220325715291,0.025804696346582934,0.5343422740118959,0.5151898737239456,0.05342868510360598,0.501990456592798,0.5265132493997587,0.08474038716137099,0.5573675408308837,0.5283891333188807,0.11758509229596434,0.5478199261487926,0.5531202287868118,0.12104560621499023,0.5602486189752005,0.7355379061240309,0.06688288433330054,0.751470740563922,0.4052657565349417,0.08238838596954708,0.4014664871228686,37.5,20.172864061517007,32.5,0.013199259594935009,0.13726698273577345,0.03912593007323295,0.03793035506286618,0.10862154794338853,0.05183282551476698,0.22034803240008527,0.10597764726253889,0.2551055510806808,0.3302721495890892,0.08441211186490019,0.36423295745429934,19.1,3.4140233677518306,19.5,0.22617165106138745,0.026265348431731915,0.22649775819355394,,,,,,,,,,,,
1.0,labelflip_mu0p2,fedle_adapted,FedLE-adapted,0.5993561476473671,0.047443665482059034,0.592426155349663,0.6538752856290064,0.05440897000697282,0.6531775100800604,0.6314613454678841,0.03855675397161175,0.6290242386851586,27.075,0.5394184110894081,27.2875,0.5230619961707319,0.02712278931961087,0.5198853980927018,0.5163464893445705,0.05610901537850899,0.534951821534666,0.5082215277774218,0.0861503481086696,0.5079496446756591,0.503423870562141,0.09913712864876556,0.5384054891354055,0.596579913723637,0.1640309479512544,0.6369608387239742,0.7276407317405451,0.05672554309087065,0.7329639046502414,0.4240843784667603,0.0891276180330065,0.43261126085503326,30.0,11.055415967851333,25.0,-0.01292261878242948,0.10987607477510329,-9.55752830522627e-06,0.08023342437906647,0.13050450549853823,0.1180623101404164,0.21129424239597466,0.05439829736685067,0.20413257396572404,0.3035563532737849,0.1107324277154272,0.3014665572083576,21.4,2.756809750418044,21.5,0.22697983284650447,0.03328385286895786,0.22324867675799298,,,,,,,,,,,,
1.0,labelflip_mu0p2,fedprox,FedProx,0.5922850792774138,0.040520346218561286,0.5846951723173728,0.6444047059862366,0.04545982381578029,0.6330575237318532,0.6241549737073836,0.030625968835681857,0.6165532457015424,26.847500000000004,0.7601580610490019,27.1,0.5323220325715291,0.025804696346582934,0.5343422740118959,0.5093424342328928,0.04039773855972862,0.5078311294118202,0.5206280613056903,0.08003869177645684,0.5408775216867059,0.5150398898089484,0.12584430709866395,0.5422159611803232,0.5802848858324168,0.09866059417421293,0.5787343556970159,0.7326352000217633,0.0648024020596446,0.7527457292980747,0.4025831668748613,0.08061327557620698,0.4050781902909638,35.5,20.062402647738878,30.0,0.0056974555760555875,0.1427618996481301,0.020103866239064877,0.07094245159952398,0.09153944314120172,0.08562951155531254,0.22329276578887045,0.0861893556554248,0.248785996745442,0.330052033146902,0.08015886729677693,0.3351270087567124,19.1,3.4140233677518306,19.5,0.22617165106138745,0.026265348431731915,0.22649775819355394,,,,,,,,,,,,
1.0,labelflip_mu0p2,random_trimmed_mean,Random Trimmed Mean,0.5966523561934916,0.044666752234161396,0.5912419402652246,0.6522748245804517,0.053715697761710784,0.652834706010289,0.6293305346320599,0.034821446478269,0.6254768856561714,26.847500000000004,0.7601580610490019,27.1,0.5323220325715291,0.025804696346582934,0.5343422740118959,0.5059199421587571,0.05518165948862702,0.4959901745605341,0.5346193467222455,0.08050062611171993,0.5591606829874938,0.5286689043334223,0.09617196304167991,0.5451359363084552,0.5770929823943184,0.06589940689210157,0.5693168099128982,0.7413862079733317,0.05283799351273838,0.7524237744631297,0.4642164736228147,0.093721009831152,0.468293042688137,27.5,8.249579113843055,25.0,0.02274896217466511,0.12928608843670467,0.07210197714575672,0.07117304023556117,0.07753952410488749,0.04193776943924937,0.23546626581457444,0.09960657236955732,0.27280948302051156,0.27716973435051695,0.07991905869501041,0.27253613958271106,19.1,3.4140233677518306,19.5,0.22617165106138745,0.026265348431731915,0.22649775819355394,,,,,,,,,,,,
