run_id,condition_id,outer_fold,alpha,scenario,method,method_label,fl_seed,macro_f1_auc_0_100,macro_f1_auc_20_100,balanced_accuracy_auc_0_100,active_clients_auc_0_100,mean_residual_energy_auc_0_100,macro_f1_round15,macro_f1_round20,macro_f1_round25,macro_f1_round40,macro_f1_round100,macro_f1_postattack_nadir,macro_f1_postattack_nadir_round,macro_f1_delta_round25_minus15,macro_f1_delta_round40_minus15,macro_f1_delta_round100_minus15,macro_f1_final_recovery_from_nadir,active_clients_round100,mean_residual_energy_round100,global_pressure_round20,global_pressure_round40,global_pressure_round100,global_pressure_max
287,48,3,1.0,labelflip_mu0p2,tea_fl,TEA-FL,456,0.5935010519648316,0.6390336789657227,0.6283333514428895,24.35,0.5630063297903779,0.4801296098749625,0.5945333572768281,0.6457949682554406,0.6019433224765076,0.6613095821707842,0.5528289503609289,50,0.16566535838047808,0.12181371260154511,0.18117997229582167,0.10848063180985523,16.0,0.274758532098851,,,,
288,48,3,1.0,labelflip_mu0p2,arl_fl,ARL-FL,456,0.6423243869697305,0.6967197916946883,0.662914443205632,27.675,0.5458088391532931,0.6497657144370077,0.6549317095911941,0.4909079609983122,0.6125030236783996,0.7526904107716031,0.4909079609983122,25,-0.15885775343869551,-0.03726269075860811,0.10292469633459544,0.26178244977329096,25.0,0.2494471060445986,0.2047918921998925,0.2775386166562952,0.2734456507360133,0.320712890891151
289,49,3,1.0,labelflip_mu0p4,fedavg,FedAvg,123,0.5059365417157319,0.5464232266099155,0.5409626648494673,25.75,0.480229571522857,0.4786729941401235,0.3155590108825213,0.4796766231570359,0.4046915310700449,0.67748866141792,0.3155590108825213,20,0.0010036290169124218,-0.07398146307007858,0.19881566727779648,0.36192965053539866,12.0,0.1779288855355418,,,,
290,49,3,1.0,labelflip_mu0p4,fedprox,FedProx,123,0.505233996801721,0.5497108102824312,0.5412819402798751,25.75,0.480229571522857,0.4711211078643166,0.2984865087675466,0.5039517331389022,0.4475396604988689,0.6969352263276934,0.2984865087675466,20,0.03283062527458558,-0.023581447365447705,0.22581411846337685,0.3984487175601468,12.0,0.1779288855355418,,,,
291,49,3,1.0,labelflip_mu0p4,random_trimmed_mean,Random Trimmed Mean,123,0.49633907543049927,0.542253518036157,0.5303113779248048,25.75,0.480229571522857,0.4968805467810593,0.2377290212223595,0.4157657594729937,0.4795858901625803,0.6132372164604217,0.2377290212223595,20,-0.0811147873080656,-0.01729465661847901,0.11635666967936242,0.3755081952380622,12.0,0.1779288855355418,,,,
292,49,3,1.0,labelflip_mu0p4,fedle_adapted,FedLE-adapted,123,0.44624006084730994,0.4644586360725995,0.48982305361004774,26.25,0.4663380153734294,0.494061215113697,0.193589927958864,0.5140662571764175,0.5115223428483922,0.6625074977862317,0.1032584312557514,50,0.020005042062720524,0.01746112773469516,0.16844628267253475,0.5592490665304803,16.0,0.1590046317904076,,,,
293,49,3,1.0,labelflip_mu0p4,tea_fl,TEA-FL,123,0.6066550530582709,0.6624164873186327,0.6281236511073214,23.375,0.5190591788424147,0.5740465609187726,0.4886935416046025,0.6065985202300864,0.5980352415382583,0.6713408871010649,0.4762452922315603,30,0.03255195931131383,0.02398868061948567,0.09729432618229228,0.19509559486950456,13.0,0.2590062470225768,,,,
294,49,3,1.0,labelflip_mu0p4,arl_fl,ARL-FL,123,0.43912671728869057,0.46189475978522443,0.48962264420226986,27.55,0.5031385837191461,0.5905049286076205,0.2706193413848045,0.4702551043417568,0.4204975250001644,0.7422103640698591,0.2079799770192369,30,-0.12024982426586367,-0.1700074036074561,0.15170543546223858,0.5342303870506222,24.0,0.1956466079945483,0.2054542392020361,0.239172177322777,0.2543007485205938,0.2584804498873971
295,50,3,1.0,labelflip_mu0p4,fedavg,FedAvg,456,0.5163383033557585,0.5381333891790941,0.5423484359955947,26.0,0.5151937231999902,0.5602877494127761,0.4832926778853656,0.5373228530035271,0.6186705171328409,0.5504110008180038,0.1194103554269991,30,-0.022964896409249036,0.05838276772006479,-0.009876748594772389,0.4310006453910047,16.0,0.2019291376767378,,,,
296,50,3,1.0,labelflip_mu0p4,fedprox,FedProx,456,0.49770756826410095,0.5187590784547002,0.5281973884131298,26.0,0.5151937231999902,0.5117480460610105,0.4896255322531092,0.4738798683396563,0.6161985633224757,0.5683383185551688,0.1293408536157962,30,-0.03786817772135426,0.10445051726146515,0.05659027249415827,0.43899746493937264,16.0,0.2019291376767378,,,,
297,50,3,1.0,labelflip_mu0p4,random_trimmed_mean,Random Trimmed Mean,456,0.4709994251635771,0.49303301445019676,0.5055053816044748,26.0,0.5151937231999902,0.5016362384563964,0.5562672407811496,0.4059823697424474,0.5653655327222815,0.5001024204863099,0.0847237866284369,30,-0.09565386871394899,0.06372929426588514,-0.0015338179700864485,0.41537863385787305,16.0,0.2019291376767378,,,,
298,50,3,1.0,labelflip_mu0p4,fedle_adapted,FedLE-adapted,456,0.44705505054311045,0.45904138980309356,0.48940345050529915,27.35,0.5064230478206312,0.5153444274211939,0.2478162869894027,0.4133445702492493,0.2701403463498342,0.6067922031106979,0.220177431834228,30,-0.1019998571719446,-0.24520408107135971,0.09144777568950402,0.3866147712764699,20.0,0.2012246599845249,,,,
299,50,3,1.0,labelflip_mu0p4,tea_fl,TEA-FL,456,0.5738500923815439,0.6165937422894059,0.6078102875802354,23.7,0.544933189761064,0.4727706334291907,0.5470621973733267,0.6377421023111671,0.672794833027861,0.1084382934842147,0.1084382934842147,100,0.16497146888197645,0.20002419959867035,-0.364332339944976,0.0,14.0,0.2543438075925009,,,,
300,50,3,1.0,labelflip_mu0p4,arl_fl,ARL-FL,456,0.46990773526444335,0.5030987144292756,0.5069641509403613,27.825,0.5475915958423908,0.3856790254974596,0.4941811189828779,0.4799321648561981,0.4678934691435664,0.5636107671623084,0.2163643244448065,80,0.09425313935873852,0.0822144436461068,0.17793174166484882,0.34724644271750194,25.0,0.2515755688714821,0.2241098897655244,0.2247805580256904,0.2677722551058734,0.2735360590818992
301,51,3,0.1,clean,fedavg,FedAvg,123,0.42069212956286384,0.4648530571977162,0.4828518309750408,24.45,0.4753633750869226,0.2658807017163649,0.3808816840082323,0.3423241740208358,0.4152601919595673,0.5609230598764322,0.296664000237023,30,0.0764434723044709,0.1493794902432024,0.2950423581600673,0.2642590596394092,14.0,0.1793032400517513,,,,
302,51,3,0.1,clean,fedprox,FedProx,123,0.42784426660733743,0.47458467518593067,0.49209580325253216,24.45,0.4753633750869226,0.2651909324079203,0.3704860672888517,0.345159237193174,0.4062815927548149,0.5663556502251165,0.2783927384877705,30,0.07996830478525369,0.1410906603468946,0.30116471781719617,0.28796291173734595,14.0,0.1793032400517513,,,,
303,51,3,0.1,clean,random_trimmed_mean,Random Trimmed Mean,123,0.39052015574207066,0.4346881541303308,0.45972504418127713,24.45,0.4753633750869226,0.2450700551138609,0.327854262988517,0.4289347314034012,0.3704275613309002,0.4496481817822892,0.3150706750475193,55,0.1838646762895403,0.1253575062170393,0.2045781266684283,0.13457750673476992,14.0,0.1793032400517513,,,,
304,51,3,0.1,clean,fedle_adapted,FedLE-adapted,123,0.4395481650301788,0.4884242903440878,0.5011157658209509,25.825,0.463175451836073,0.3372379172335963,0.299997515534441,0.4427920018590196,0.487342325089648,0.5452608676476894,0.299997515534441,20,0.10555408462542332,0.15010440785605167,0.20802295041409313,0.24526335211324846,15.0,0.1673920763924799,,,,
305,51,3,0.1,clean,tea_fl,TEA-FL,123,0.3172907693708657,0.3492311950110751,0.4122197810809908,25.275,0.5526655052638285,0.2817966385673958,0.2400939704619189,0.3945061812300332,0.3699266925850191,0.45061239229947,0.2400939704619189,20,0.11270954266263744,0.0881300540176233,0.1688157537320742,0.21051842183755107,17.0,0.2767556870224706,,,,
306,51,3,0.1,clean,arl_fl,ARL-FL,123,0.38910332178463425,0.4335430648235061,0.46451506244209106,27.375,0.5045289512794382,0.3043921281250649,0.3996660357828431,0.1981781850030162,0.423755655792239,0.6570142675237509,0.1981781850030162,25,-0.10621394312204868,0.11936352766717412,0.35262213939868603,0.4588360825207347,21.0,0.198354229966974,0.1905621310218819,0.2182635800922231,0.2548602478596982,0.2743629129892403
307,52,3,0.1,clean,fedavg,FedAvg,456,0.402519335738395,0.4368635504825111,0.4668194941422189,25.85,0.5158655930040877,0.327155041870188,0.3454431255659051,0.4233013696583846,0.2578858756184727,0.5542440693943406,0.2578858756184727,40,0.0961463277881966,-0.06926916625171531,0.22708902752415255,0.29635819377586786,16.0,0.2136552532364819,,,,
308,52,3,0.1,clean,fedprox,FedProx,456,0.41041231652650795,0.4457972671540265,0.4748308721510259,25.85,0.5158655930040877,0.3290708012065222,0.3527100578315543,0.4298939579654827,0.3043918586847104,0.6204693162408151,0.3043918586847104,40,0.10082315675896047,-0.024678942521811797,0.2913985150342929,0.3160774575561047,16.0,0.2136552532364819,,,,
309,52,3,0.1,clean,random_trimmed_mean,Random Trimmed Mean,456,0.38837552929534425,0.42331477246124444,0.44975182458721286,25.85,0.5158655930040877,0.1763544769068387,0.3632032349522137,0.3644530517583358,0.376775115965388,0.5329602430407604,0.2693785525086566,70,0.1880985748514971,0.2004206390585493,0.3566057661339217,0.2635816905321038,16.0,0.2136552532364819,,,,
310,52,3,0.1,clean,fedle_adapted,FedLE-adapted,456,0.413440879466975,0.4507888072216154,0.48344518918884766,27.0,0.5011376098632823,0.3015720144870892,0.3728784435498095,0.2925797774862803,0.3129551402141192,0.6119435578395911,0.2925797774862803,25,-0.008992237000808923,0.011383125727029986,0.3103715433525019,0.3193637803533108,20.0,0.2083467838940928,,,,
311,52,3,0.1,clean,tea_fl,TEA-FL,456,0.30207332966435224,0.328061036116494,0.3924352968343857,26.0,0.5915151676105834,0.2845682927771918,0.1900116941347914,0.2327276468835449,0.2192365677468837,0.5045149508039612,0.166704467291282,45,-0.051840645893646925,-0.06533172503030812,0.21994665802676944,0.3378104835126793,18.0,0.3262600621547122,,,,
312,52,3,0.1,clean,arl_fl,ARL-FL,456,0.4199491628587235,0.47581224319022947,0.4819805529027814,27.125,0.5343394483430626,0.2024669676446207,0.3257189468951013,0.3804661659618373,0.3571007375891313,0.5134032165872963,0.225947645575947,30,0.1779991983172166,0.1546337699445106,0.3109362489426756,0.2874555710113493,23.0,0.2401597431485595,0.1813502182035569,0.2177947658432188,0.2498351957514451,0.2588395087781958
313,53,3,0.1,signflip_mu0p2,fedavg,FedAvg,123,0.07240988961936023,0.029916902848653382,0.15254407375541754,24.45,0.4753633750869226,0.2778393054749231,0.3497836674713857,0.067083348109271,0.0147122457810471,0.0133857122071875,0.0133857122071875,50,-0.21075595736565209,-0.26312705969387595,-0.2644535932677356,0.0,14.0,0.1793032400517513,,,,
314,53,3,0.1,signflip_mu0p2,fedprox,FedProx,123,0.06734589431340025,0.024963867975706322,0.14701728217204513,24.45,0.4753633750869226,0.2679708201036175,0.3261621352493835,0.0790396861244697,0.0133857122071875,0.0081264108352144,0.0081264108352144,35,-0.1889311339791478,-0.25458510789643,-0.2598444092684031,0.0,14.0,0.1793032400517513,,,,
315,53,3,0.1,signflip_mu0p2,random_trimmed_mean,Random Trimmed Mean,123,0.2792879498970875,0.29641724428447647,0.3733736894206053,24.45,0.4753633750869226,0.2341405831539454,0.3222462723408931,0.2594656302481448,0.3237565884466037,0.390329661508318,0.0737251633672211,45,0.025325047094199388,0.08961600529265831,0.1561890783543726,0.3166044981410969,14.0,0.1793032400517513,,,,
316,53,3,0.1,signflip_mu0p2,fedle_adapted,FedLE-adapted,123,0.05909532746118876,0.01821137392123867,0.13297626357649972,25.825,0.463175451836073,0.3413567574320362,0.119870823164861,0.0181190073322053,0.0147122457810471,0.0147122457810471,0.0147122457810471,30,-0.3232377500998309,-0.32664451165098907,-0.32664451165098907,0.0,15.0,0.1673920763924799,,,,
317,53,3,0.1,signflip_mu0p2,tea_fl,TEA-FL,123,0.2899381177603052,0.31151278822588074,0.3811249558303361,25.025,0.5504355580717296,0.2689150228369636,0.204541566010073,0.2039449229363207,0.2476681984838609,0.4227319309245672,0.0970317569765949,35,-0.06497009990064292,-0.02124682435310271,0.15381690808760357,0.3257001739479723,15.0,0.2631797124996772,,,,
318,53,3,0.1,signflip_mu0p2,arl_fl,ARL-FL,123,0.31213045576696996,0.35235326444211634,0.40201465200461245,26.325,0.5006899788196048,0.1318616657701733,0.289855793303616,0.1515083094159522,0.4130301389479381,0.4504141924861556,0.0147122457810471,70,0.019646643645778894,0.28116847317776483,0.31855252671598233,0.43570194670510853,19.0,0.1998027971130937,0.227021613179925,0.2271776414793958,0.2545761394000448,0.3785553339729474
319,54,3,0.1,signflip_mu0p2,fedavg,FedAvg,456,0.06756300688501518,0.02284242128797439,0.13730463008616645,25.85,0.5158655930040877,0.3279228883919392,0.1849048496362338,0.0176146010186757,0.0176146010186757,0.0176146010186757,0.0176146010186757,25,-0.31030828737326355,-0.31030828737326355,-0.31030828737326355,0.0,16.0,0.2136552532364819,,,,
320,54,3,0.1,signflip_mu0p2,fedprox,FedProx,456,0.06973154474592932,0.023901442022618336,0.13872061698756022,25.85,0.5158655930040877,0.3319383585706268,0.21879351314484,0.0176146010186757,0.0176146010186757,0.0176146010186757,0.0176146010186757,25,-0.31432375755195113,-0.31432375755195113,-0.31432375755195113,0.0,16.0,0.2136552532364819,,,,
321,54,3,0.1,signflip_mu0p2,random_trimmed_mean,Random Trimmed Mean,456,0.2737787070323307,0.28133803875404684,0.36841351649817583,25.85,0.5158655930040877,0.1817726016131694,0.2715163533035438,0.1929086647328642,0.2245266722829992,0.3800859388544468,0.1694623875909832,35,0.011136063119694783,0.04275407066982978,0.1983133372412774,0.2106235512634636,16.0,0.2136552532364819,,,,
322,54,3,0.1,signflip_mu0p2,fedle_adapted,FedLE-adapted,456,0.05509733251231922,0.011174159327245081,0.13106232931579911,27.0,0.5011376098632823,0.3073010436879194,0.09513575983625,0.0133857122071875,0.0081264108352144,0.0081264108352144,0.0081264108352144,30,-0.2939153314807319,-0.29917463285270496,-0.29917463285270496,0.0,20.0,0.2083467838940928,,,,
323,54,3,0.1,signflip_mu0p2,tea_fl,TEA-FL,456,0.21360687310913842,0.21710548365182722,0.3182864050230232,25.575,0.5941850658729385,0.2971723255258904,0.2346628669142338,0.176462995157681,0.1568587966845853,0.4262608304777802,0.074563342246269,50,-0.12070933036820941,-0.1403135288413051,0.12908850495188978,0.3516974882315112,19.0,0.3243700813246036,,,,
324,54,3,0.1,signflip_mu0p2,arl_fl,ARL-FL,456,0.31563649105667996,0.34810776671005284,0.4017367138661338,27.325,0.5349239891843043,0.1985636888364184,0.2732773914040791,0.3491843427324776,0.2852569868610763,0.4474306264783581,0.2358606939772715,65,0.15062065389605922,0.08669329802465792,0.24886693764193968,0.21156993250108658,23.0,0.2422730410994288,0.2046407539655692,0.2639867686109554,0.2342574308913319,0.370297108543998
325,55,3,0.1,signflip_mu0p4,fedavg,FedAvg,123,0.054081759801520565,0.014675680378125888,0.13082914594520229,24.45,0.4753633750869226,0.2687469374421118,0.120357387392812,0.0081264108352144,0.0081264108352144,0.0138526254714244,0.0081264108352144,25,-0.2606205266068974,-0.2606205266068974,-0.2548943119706874,0.00572621463621,14.0,0.1793032400517513,,,,
326,55,3,0.1,signflip_mu0p4,fedprox,FedProx,123,0.05600798430660699,0.01604602677226908,0.1325831470321979,24.45,0.4753633750869226,0.2749504951549933,0.1420531398121708,0.0081264108352144,0.0081264108352144,0.0138526254714244,0.0081264108352144,25,-0.2668240843197789,-0.2668240843197789,-0.2610978696835689,0.00572621463621,14.0,0.1793032400517513,,,,
327,55,3,0.1,signflip_mu0p4,random_trimmed_mean,Random Trimmed Mean,123,0.046553091757865435,0.015740889611692004,0.12000162172838007,24.45,0.4753633750869226,0.2215026335073484,0.0742770779599876,0.0138526254714244,0.0138526254714244,0.0138526254714244,0.0138526254714244,25,-0.20765000803592398,-0.20765000803592398,-0.20765000803592398,0.0,14.0,0.1793032400517513,,,,
328,55,3,0.1,signflip_mu0p4,fedle_adapted,FedLE-adapted,123,0.05480154439804985,0.015028040930508534,0.12914524436116362,25.825,0.463175451836073,0.3397950516635997,0.0541492220268269,0.0125109745390693,0.0138526254714244,0.0138526254714244,0.0125109745390693,25,-0.3272840771245304,-0.3259424261921753,-0.3259424261921753,0.0013416509323550992,15.0,0.1673920763924799,,,,
329,55,3,0.1,signflip_mu0p4,tea_fl,TEA-FL,123,0.2287138109361514,0.24129131181229874,0.3320716579901709,24.275,0.5421049577772331,0.2746588750999824,0.1659669228412116,0.2470977166829031,0.2135433243972774,0.2497114408368644,0.1529876795611663,35,-0.02756115841707929,-0.06111555070270497,-0.02494743426311799,0.0967237612756981,13.0,0.2521594358748953,,,,
330,55,3,0.1,signflip_mu0p4,arl_fl,ARL-FL,123,0.05306149506726551,0.019317645121723227,0.13117899171956193,26.775,0.503451558803772,0.3190289584728736,0.1887332542809867,0.0138526254714244,0.0138526254714244,0.0138526254714244,0.0138526254714244,25,-0.3051763330014492,-0.3051763330014492,-0.3051763330014492,0.0,19.0,0.1963344822997932,0.206477206999048,0.285743886959884,0.3777508221474869,0.409792190656897
331,56,3,0.1,signflip_mu0p4,fedavg,FedAvg,456,0.06514383532783799,0.021399891208965304,0.13569766570700323,25.85,0.5158655930040877,0.3313617891664541,0.1231072913885255,0.0181190073322053,0.0181190073322053,0.0181190073322053,0.0181190073322053,25,-0.3132427818342488,-0.3132427818342488,-0.3132427818342488,0.0,16.0,0.2136552532364819,,,,
332,56,3,0.1,signflip_mu0p4,fedprox,FedProx,456,0.06484548781860905,0.021303881314792383,0.13531980833542667,25.85,0.5158655930040877,0.329535781102116,0.1200349747749919,0.0181190073322053,0.0181190073322053,0.0181190073322053,0.0181190073322053,25,-0.3114167737699107,-0.3114167737699107,-0.3114167737699107,0.0,16.0,0.2136552532364819,,,,
333,56,3,0.1,signflip_mu0p4,random_trimmed_mean,Random Trimmed Mean,456,0.0662071902589829,0.02465924597473406,0.1395076009579392,25.85,0.5158655930040877,0.1809917453827046,0.2444287316881373,0.0590060059264933,0.0147122457810471,0.0147122457810471,0.0147122457810471,30,-0.1219857394562113,-0.1662794996016575,-0.1662794996016575,0.0,16.0,0.2136552532364819,,,,
334,56,3,0.1,signflip_mu0p4,fedle_adapted,FedLE-adapted,456,0.05563380752226386,0.011289967492482528,0.13138225562987302,27.0,0.5011376098632823,0.3100021573822792,0.1093602238677945,0.0081264108352144,0.0081264108352144,0.0081264108352144,0.0081264108352144,25,-0.3018757465470648,-0.3018757465470648,-0.3018757465470648,0.0,20.0,0.2083467838940928,,,,
335,56,3,0.1,signflip_mu0p4,tea_fl,TEA-FL,456,0.26918964719478816,0.289709761187399,0.36098709580498306,25.125,0.5727358545543315,0.294797617328486,0.134837105587092,0.1845029843434245,0.2769177237227295,0.2443592503842276,0.134837105587092,20,-0.11029463298506148,-0.01787989360575648,-0.05043836694425838,0.1095221447971356,15.0,0.2690710167525328,,,,
336,56,3,0.1,signflip_mu0p4,arl_fl,ARL-FL,456,0.06101957339205669,0.031262655171461595,0.13498104293566568,27.05,0.5360787931273057,0.206144801953762,0.1963689503620441,0.0137195121951219,0.0181190073322053,0.0181190073322053,0.0137195121951219,25,-0.1924252897586401,-0.1880257946215567,-0.1880257946215567,0.004399495137083402,20.0,0.2430700634097103,0.2239622750585316,0.2787688323496917,0.3700957248143042,0.3700957248143042
337,57,3,0.1,labelflip_mu0p2,fedavg,FedAvg,123,0.3358760127470532,0.3589312342736625,0.4119450977053685,24.45,0.4753633750869226,0.263223961978108,0.4000995142411556,0.3509076353016206,0.350956409036546,0.5004298122746799,0.1389372119268121,70,0.08768367332351262,0.08773244705843802,0.23720585029657187,0.3614926003478678,14.0,0.1793032400517513,,,,
338,57,3,0.1,labelflip_mu0p2,fedprox,FedProx,123,0.3323337487286839,0.35616986140585166,0.4064367901168317,24.45,0.4753633750869226,0.2700917418425436,0.3269390703586936,0.3039153179506438,0.3457229668202354,0.4948120920480753,0.1426701373443244,70,0.03382357610810022,0.07563122497769181,0.22472035020553172,0.35214195470375087,14.0,0.1793032400517513,,,,
339,57,3,0.1,labelflip_mu0p2,random_trimmed_mean,Random Trimmed Mean,123,0.30857381082744717,0.3335593506460356,0.38668979534569,24.45,0.4753633750869226,0.2396426389234283,0.323683277170485,0.3363734374458284,0.358904542463851,0.4410035055949694,0.1245852157032255,70,0.09673079852240013,0.11926190354042271,0.20136086667154113,0.3164182898917439,14.0,0.1793032400517513,,,,
340,57,3,0.1,labelflip_mu0p2,fedle_adapted,FedLE-adapted,123,0.3500260080133469,0.37621126262854776,0.4135333943847007,25.825,0.463175451836073,0.3441239248530343,0.2922991785127485,0.2529473229194374,0.1732189270646249,0.5950871002521475,0.1247074012335343,35,-0.09117660193359689,-0.17090499778840937,0.2509631753991132,0.4703796990186132,15.0,0.1673920763924799,,,,
341,57,3,0.1,labelflip_mu0p2,tea_fl,TEA-FL,123,0.35074213321922526,0.3873761760103879,0.42659273510653195,25.425,0.5532420362836343,0.3447479007522784,0.2649574463890706,0.2530319807129517,0.3086150325792546,0.4529212035756187,0.2530319807129517,25,-0.09171592003932671,-0.0361328681730238,0.10817330282334031,0.19988922286266703,13.0,0.2653784247337119,,,,
342,57,3,0.1,labelflip_mu0p2,arl_fl,ARL-FL,123,0.35399787917349246,0.39658601801360255,0.42853587917582364,26.85,0.5017687498391424,0.2445742929441001,0.3061332717403702,0.3150444768358917,0.3166231981942498,0.5134641484504606,0.2097906185061765,60,0.0704701838917916,0.07204890525014968,0.2688898555063605,0.3036735299442841,18.0,0.1961940621869045,0.1995376136278515,0.236496444261051,0.256254671368702,0.256254671368702
343,58,3,0.1,labelflip_mu0p2,fedavg,FedAvg,456,0.3644922748194647,0.3939076718849179,0.4191021978688086,25.85,0.5158655930040877,0.3288241313302912,0.1853519165981326,0.307660241130644,0.1978936512761794,0.6046813146592099,0.1853519165981326,20,-0.021163890199647206,-0.13093048005411181,0.27585718332891873,0.41932939806107733,16.0,0.2136552532364819,,,,
344,58,3,0.1,labelflip_mu0p2,fedprox,FedProx,456,0.3673985266562472,0.39658117106346913,0.42225462464418356,25.85,0.5158655930040877,0.3337930282008847,0.1989365461801182,0.2883395286832929,0.1874526768034612,0.6023721908493388,0.1874526768034612,40,-0.04545349951759181,-0.1463403513974235,0.2685791626484541,0.41491951404587757,16.0,0.2136552532364819,,,,
345,58,3,0.1,labelflip_mu0p2,random_trimmed_mean,Random Trimmed Mean,456,0.3732320977334966,0.40168535665132604,0.4339091389435955,25.85,0.5158655930040877,0.1902663681853224,0.4219386013620275,0.2687970060232253,0.3066370324206362,0.529398560852839,0.2687970060232253,25,0.07853063783790293,0.11637066423531384,0.3391321926675166,0.26060155482961367,16.0,0.2136552532364819,,,,
346,58,3,0.1,labelflip_mu0p2,fedle_adapted,FedLE-adapted,456,0.32244467584452235,0.3425476657967029,0.3872677126156738,27.0,0.5011376098632823,0.3063755155516717,0.1869660473147062,0.2098098784347451,0.196646982032415,0.4661080877417205,0.1205843557830255,30,-0.09656563711692659,-0.10972853351925668,0.15973257219004883,0.345523731958695,20.0,0.2083467838940928,,,,
347,58,3,0.1,labelflip_mu0p2,tea_fl,TEA-FL,456,0.270016718876239,0.28499412980502986,0.3675608311579853,25.95,0.5922886229117651,0.305916998705824,0.2946962466890368,0.2573511049172038,0.2050976237124789,0.3806932906248157,0.1839501040244404,55,-0.048565893788620196,-0.10081937499334512,0.07477629191899171,0.19674318660037532,20.0,0.3228508827816914,,,,
348,58,3,0.1,labelflip_mu0p2,arl_fl,ARL-FL,456,0.30118925534825913,0.33562773363393616,0.37175430723165775,27.05,0.5378503538462978,0.1418296074120258,0.2106044239916625,0.2465163830304473,0.2458729065507515,0.3962646460759071,0.167515616427954,60,0.10468677561842149,0.1040432991387257,0.2544350386638813,0.2287490296479531,22.0,0.2427864681055841,0.1842689907907632,0.209918476332879,0.2379871344526663,0.2575005603968708
349,59,3,0.1,labelflip_mu0p4,fedavg,FedAvg,123,0.27243791634315573,0.2884832199690154,0.3500652373531149,24.45,0.4753633750869226,0.2736152707955541,0.0930061635032601,0.1436704601513335,0.2187631643887097,0.2740436836025258,0.0930061635032601,20,-0.1299448106442206,-0.054852106406844375,0.0004284128069717008,0.1810375200992657,14.0,0.1793032400517513,,,,
350,59,3,0.1,labelflip_mu0p4,fedprox,FedProx,123,0.27055389832284815,0.28597334289863785,0.3472074903072388,24.45,0.4753633750869226,0.2702557685899059,0.0934451481284412,0.1517756689066933,0.214415695237051,0.3158316049967719,0.0934451481284412,20,-0.1184800996832126,-0.0558400733528549,0.045575836406865966,0.2223864568683307,14.0,0.1793032400517513,,,,
351,59,3,0.1,labelflip_mu0p4,random_trimmed_mean,Random Trimmed Mean,123,0.22788257858590602,0.23721962668975927,0.3084293014108345,24.45,0.4753633750869226,0.2297363896996835,0.2135106440764088,0.142198624118552,0.2126558224465773,0.2089609481850667,0.142198624118552,25,-0.0875377655811315,-0.017080567253106194,-0.0207754415146168,0.0667623240665147,14.0,0.1793032400517513,,,,
352,59,3,0.1,labelflip_mu0p4,fedle_adapted,FedLE-adapted,123,0.2024638200323956,0.1980153931636131,0.2799603918063511,25.825,0.463175451836073,0.3424744769395323,0.1032859503214799,0.1769562996570525,0.1837714642066683,0.1671896894121549,0.1032859503214799,20,-0.1655181772824798,-0.15870301273286402,-0.17528478752737742,0.063903739090675,15.0,0.1673920763924799,,,,
353,59,3,0.1,labelflip_mu0p4,tea_fl,TEA-FL,123,0.2637329798467168,0.27928342191819217,0.3516447231772913,25.475,0.5537364150096258,0.1896068012529087,0.3575260322942987,0.2869459649888988,0.2663044884908199,0.166716392332696,0.1358115680179112,95,0.09733916373599008,0.07669768723791118,-0.022890408920212713,0.030904824314784807,17.0,0.2716164405881255,,,,
354,59,3,0.1,labelflip_mu0p4,arl_fl,ARL-FL,123,0.20817803270013063,0.21681153596919556,0.2899110400344454,26.65,0.498972569955412,0.2335684809357938,0.1987837887432074,0.1112157596930517,0.2992038726695062,0.1049288427711041,0.1049288427711041,100,-0.1223527212427421,0.06563539173371241,-0.1286396381646897,0.0,18.0,0.192750200247594,0.2037641833737166,0.2184261548541898,0.256069641140446,0.2633009517359276
355,60,3,0.1,labelflip_mu0p4,fedavg,FedAvg,456,0.2645424968338623,0.2665040382216661,0.34774417437038346,25.85,0.5158655930040877,0.3312461723430921,0.2482542568280513,0.2397491002289595,0.247850493942778,0.2721327424223847,0.1417749982158649,30,-0.0914970721141326,-0.08339567840031412,-0.059113429920707394,0.13035774420651983,16.0,0.2136552532364819,,,,
356,60,3,0.1,labelflip_mu0p4,fedprox,FedProx,456,0.27866893571992074,0.28367325577314295,0.3572825531554031,25.85,0.5158655930040877,0.3307286501346294,0.2612998286441223,0.2394209750612342,0.3112864287735649,0.3778985031074759,0.129949658228355,30,-0.09130767507339518,-0.019442221361064493,0.04716985297284654,0.24794884487912092,16.0,0.2136552532364819,,,,
357,60,3,0.1,labelflip_mu0p4,random_trimmed_mean,Random Trimmed Mean,456,0.2019348830512565,0.19629776658883463,0.280633403252273,25.85,0.5158655930040877,0.1844735181741255,0.1548868355255573,0.1829907557600179,0.1801277763873821,0.0997176138648206,0.0997176138648206,100,-0.001482762414107608,-0.004345741786743407,-0.0847559043093049,0.0,16.0,0.2136552532364819,,,,
358,60,3,0.1,labelflip_mu0p4,fedle_adapted,FedLE-adapted,456,0.2840585756062334,0.29283855724563085,0.36611721467635916,27.0,0.5011376098632823,0.3001149839192797,0.2708698093183238,0.1621194312287033,0.1668244210891662,0.2801016669044002,0.0963023353986697,30,-0.13799555269057642,-0.1332905628301135,-0.020013317014879517,0.1837993315057305,20.0,0.2083467838940928,,,,
