alpha,scenario,method,method_label,round,n_runs,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_ci95_low,test_macro_f1_ci95_high,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_balanced_accuracy_ci95_low,test_balanced_accuracy_ci95_high,active_clients_mean,active_clients_std,active_clients_ci95_low,active_clients_ci95_high,mean_residual_energy_mean,mean_residual_energy_std,mean_residual_energy_ci95_low,mean_residual_energy_ci95_high,global_pressure_mean,global_pressure_std,global_pressure_ci95_low,global_pressure_ci95_high
1.0,clean,fedprox,FedProx,20,10,0.5545979060425255,0.03380449150496389,0.5304156295916229,0.578780182493428,0.5982150943903872,0.025270777870673083,0.5801374689213505,0.6162927198594239,28.0,0.0,28.0,28.0,0.7201077964980684,0.021886451277820282,0.7044511724292892,0.7357644205668477,,,,
1.0,clean,fedprox,FedProx,25,10,0.5865098818296722,0.06065216553722953,0.5431219363505392,0.6298978273088053,0.6247752073553173,0.05017115656152651,0.5888849240284939,0.6606654906821408,28.0,0.0,28.0,28.0,0.6885400982747492,0.02272538576892314,0.6722833366241026,0.7047968599253958,,,,
1.0,clean,fedprox,FedProx,30,10,0.6191346776104061,0.05905243588205451,0.5768911097877885,0.6613782454330237,0.6520891736377641,0.04571077453319022,0.6193896553981785,0.6847886918773497,28.0,0.0,28.0,28.0,0.6573938165686163,0.02343456645174027,0.6406297376189354,0.6741578955182972,,,,
1.0,clean,fedprox,FedProx,35,10,0.6390357778899384,0.056846080872621524,0.5983705413603416,0.6797010144195351,0.6695206514904775,0.04377543955294079,0.6382055884943799,0.700835714486575,28.0,0.0,28.0,28.0,0.6262662241259017,0.024512792894592454,0.6087308284441264,0.643801619807677,,,,
1.0,clean,fedprox,FedProx,40,10,0.6660733436745123,0.06333994870179899,0.6207626739468528,0.7113840134021718,0.6873566750618393,0.05387782429995427,0.6488148013701929,0.7258985487534857,28.0,0.0,28.0,28.0,0.5943433552678176,0.025895598331844433,0.5758187601668903,0.6128679503687449,,,,
1.0,clean,fedprox,FedProx,45,10,0.6721563396956849,0.05742011260205947,0.6310804656041885,0.7132322137871813,0.6936202924424597,0.04575864136090706,0.6608865323370999,0.7263540525478195,28.0,0.0,28.0,28.0,0.5628902988644019,0.026902382209516035,0.5436454939637623,0.5821351037650415,,,,
1.0,clean,fedprox,FedProx,50,10,0.6931953131925938,0.0620040746347745,0.6488402702042873,0.7375503561809003,0.7058374767440768,0.048280991878437075,0.6712993357767233,0.7403756177114303,28.0,0.0,28.0,28.0,0.5316171171654378,0.0272211370026331,0.5121442888222306,0.551089945508645,,,,
1.0,clean,fedprox,FedProx,55,10,0.7109192609164888,0.05455739591838818,0.6718912509744941,0.7499472708584836,0.7281594830815596,0.03930875974365925,0.7000396903337913,0.756279275829328,27.9,0.3162277660168379,27.673784283720178,28.12621571627982,0.4999240585846804,0.02731188973929114,0.4803863096445692,0.5194618075247917,,,,
1.0,clean,fedprox,FedProx,60,10,0.7247727934112742,0.03412319695547417,0.7003625288153786,0.7491830580071698,0.7318403961125591,0.025047034016698128,0.713922827354632,0.7497579648704863,27.9,0.3162277660168379,27.673784283720178,28.12621571627982,0.4688819862422675,0.027883785034012887,0.44893512805358493,0.4888288444309501,,,,
1.0,clean,fedprox,FedProx,65,10,0.7475452715536305,0.045072918084251325,0.7153020483298113,0.7797884947774497,0.7538101382087753,0.03480601585808053,0.7289114143953729,0.7787088620221777,27.8,0.4216370213557839,27.49837904496024,28.10162095503976,0.4375683965220696,0.028992297572541292,0.4168285562335956,0.45830823681054356,,,,
1.0,clean,fedprox,FedProx,70,10,0.7691324563646054,0.046861148393637794,0.7356100102395005,0.8026549024897103,0.7703514436275396,0.037292443319617744,0.7436740367583314,0.7970288504967478,27.0,1.247219128924647,26.107793182865038,27.892206817134962,0.40583875053470414,0.029541648553005073,0.38470592822855365,0.42697157284085463,,,,
1.0,clean,fedprox,FedProx,75,10,0.7601669835516566,0.051446477106705885,0.7233643908655129,0.7969695762378003,0.7620704431575217,0.041993992129344106,0.7320297508785176,0.7921111354365258,26.6,1.577621275493231,25.471437725569672,27.72856227443033,0.374682460226925,0.02974846743773028,0.3534016886033012,0.39596323185054877,,,,
1.0,clean,fedprox,FedProx,80,10,0.7650707736136964,0.03613843565650343,0.7392188940958401,0.7909226531315526,0.7691248012174562,0.03244264337738172,0.7459167322295027,0.7923328702054097,25.5,2.273030282830976,23.87397208969641,27.12602791030359,0.34408181038134755,0.02990370601448908,0.3226899877697663,0.3654736329929288,,,,
1.0,clean,fedprox,FedProx,85,10,0.7652258188849249,0.026718667156945666,0.7461124358158723,0.7843392019539775,0.7669767329217556,0.025342664487326385,0.7488476828650492,0.785105782978462,24.8,2.573367875415838,22.959123518718226,26.640876481281776,0.3134104313150977,0.03005113216592859,0.2919131463879635,0.3349077162422319,,,,
1.0,clean,fedprox,FedProx,90,10,0.7716024158048693,0.04488268767697476,0.739495275216621,0.8037095563931177,0.7739541721479279,0.0344269815112893,0.7493265931721027,0.7985817511237532,23.5,2.9154759474226504,21.41439414681984,25.58560585318016,0.2828548154278359,0.029888930478427448,0.26147356259801574,0.3042360682576561,,,,
1.0,clean,fedprox,FedProx,95,10,0.7786864866397636,0.02899770888252422,0.757942775333323,0.7994301979462042,0.7815383971562453,0.023710424279632634,0.7645769814043155,0.7984998129081751,22.4,3.6575644598253874,19.783536004631046,25.01646399536895,0.2532755874049368,0.030220187768274245,0.2316573673851716,0.274893807424702,,,,
1.0,clean,fedprox,FedProx,100,10,0.7870632834230393,0.027409034785769965,0.7674560411030487,0.80667052574303,0.7854107980896062,0.025754187192146224,0.7669873624240432,0.8038342337551693,19.1,3.4140233677518315,16.657754806733504,21.5422451932665,0.2261716510613875,0.026265348431731915,0.2073825526730223,0.2449607494497527,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,0,10,0.01609087313920187,0.013901911560994011,0.006146044697851382,0.026035701580552358,0.08686762240013177,0.013057844160576017,0.077526603402775,0.09620864139748854,28.0,0.0,28.0,28.0,0.846142275246185,0.01941488061683745,0.8322537063183344,0.8600308441740356,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,5,10,0.29294801369423046,0.06700571141041246,0.24501501529731454,0.3408810120911464,0.38345763895074303,0.06761402440973792,0.3350894796487679,0.43182579825271816,28.0,0.0,28.0,28.0,0.814488403232868,0.01975544430453218,0.800356209719102,0.8286205967466339,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,10,10,0.4215559509577571,0.06573256745704599,0.3745337048801767,0.46857819703533754,0.4960091005934052,0.05591678895838179,0.45600863945232256,0.5360095617344878,28.0,0.0,28.0,28.0,0.7828461648799379,0.020452505972828165,0.7682153234878689,0.7974770062720068,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,15,10,0.5193370020195548,0.05799532040807972,0.47784964905165356,0.5608243549874561,0.5716664991813533,0.050554057422314176,0.5355023050794633,0.6078306932832432,28.0,0.0,28.0,28.0,0.7512721167591332,0.021118830597564177,0.7361646154451411,0.7663796180731253,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,20,10,0.547619223053898,0.04683537876923201,0.514115211407576,0.58112323470022,0.5938866649461683,0.036484929480096365,0.5677869186787287,0.6199864112136079,28.0,0.0,28.0,28.0,0.7201077964980684,0.021886451277820282,0.7044511724292892,0.7357644205668477,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,25,10,0.5657778252568666,0.05916224669249543,0.5234557035126499,0.6080999470010833,0.6094053423558947,0.049093509894961716,0.5742859610141947,0.6445247236975947,28.0,0.0,28.0,28.0,0.6885400982747492,0.02272538576892314,0.6722833366241026,0.7047968599253958,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,30,10,0.6090820929786471,0.06873244281400002,0.5599138653474184,0.6582503206098759,0.6416880298124072,0.058182780165412576,0.6000665762125064,0.6833094834123081,28.0,0.0,28.0,28.0,0.6573938165686163,0.02343456645174027,0.6406297376189354,0.6741578955182972,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,35,10,0.6331970641330418,0.0671724860808434,0.5851447623238921,0.6812493659421914,0.6637310529313012,0.04691816678085285,0.6301678183091347,0.6972942875534677,28.0,0.0,28.0,28.0,0.6262662241259017,0.024512792894592454,0.6087308284441264,0.643801619807677,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,40,10,0.6671500595687772,0.04897071355562116,0.6321185214364523,0.702181597701102,0.6911733028715412,0.0370159874116785,0.6646936606452738,0.7176529450978086,28.0,0.0,28.0,28.0,0.5943433552678176,0.025895598331844433,0.5758187601668903,0.6128679503687449,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,45,10,0.6531751458676349,0.08440201072093194,0.5927975846206062,0.7135527071146637,0.6841456137019388,0.06649195287058264,0.6365801360244916,0.7317110913793861,28.0,0.0,28.0,28.0,0.5628902988644019,0.026902382209516035,0.5436454939637623,0.5821351037650415,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,50,10,0.6573390048043052,0.05995722811863175,0.6144481876067834,0.7002298220018269,0.6813916015280512,0.044089680429542484,0.6498517441507383,0.7129314589053641,28.0,0.0,28.0,28.0,0.5316171171654378,0.0272211370026331,0.5121442888222306,0.551089945508645,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,55,10,0.6881146289372688,0.057289000469546075,0.6471325468152224,0.7290967110593153,0.711183395080698,0.04125971373649,0.6816679739209273,0.7406988162404688,27.9,0.3162277660168379,27.673784283720178,28.12621571627982,0.4999240585846804,0.02731188973929114,0.4803863096445692,0.5194618075247917,,,,
1.0,clean,random_trimmed_mean,Random Trimmed Mean,60,10,0.7030732222536953,0.05795270284710268,0.6616163560523546,0.744530088455036,0.7206395672791679,0.04452645698035038,0.6887872587798686,0.7524918757784672,27.9,0.3162277660168379,27.673784283720178,28.12621571627982,0.4688819862422675,0.027883785034012887,0.44893512805358493,0.4888288444309501,,,,
