ArtifactRole,FileName,SizeBytes,SHA256
PHYSICAL_ASSIGNMENT_PROTOCOL,FROZEN_PHYSICAL_ASSIGNMENT_PROTOCOL.json,2486,04569F3F99F0B4F42431BEFDEF8876841E2380D72E9B8C6D6AEE45C299F014FE
ORDERING_ALGORITHM,FROZEN_PHYSICAL_ASSIGNMENT_ORDERING_ALGORITHM.json,2354,7011D8D4C3A062C6DCF2E3632AE16B43B5FC5B91B1ADA6D911FC85E19406C24F
CONFIGURATION_ORDERING_SEEDS,FROZEN_CONFIGURATION_ORDERING_SEEDS.csv,7576,D9107A874FDAD58CDC1FA3017FD50C93366F12C3EA67B04F6DC2932B499172D1
LABEL_CLIENT_SLICE_BOUNDARIES,FROZEN_LABEL_CLIENT_SLICE_BOUNDARIES.csv,102470,D84644C92C73B7564F3B557F0D71B0FF7C360ABB35DF5809FE0F5A49AD733DB8
