run_id,condition_id,outer_fold,alpha,scenario,method,fl_seed,class_index,class_f1
166,28,2,1.0,labelflip_mu0p2,fedle_adapted,456,7,0.88
166,28,2,1.0,labelflip_mu0p2,fedle_adapted,456,8,0.8767123287671232
166,28,2,1.0,labelflip_mu0p2,fedle_adapted,456,9,0.7508532423208191
166,28,2,1.0,labelflip_mu0p2,fedle_adapted,456,10,0.8148148148148148
166,28,2,1.0,labelflip_mu0p2,fedle_adapted,456,11,0.9206349206349206
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,0,0.9418604651162791
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,1,0.4624277456647399
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,2,0.5
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,3,0.7008547008547008
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,4,0.9710144927536232
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,5,0.9399477806788512
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,6,0.1796875
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,7,0.7854785478547854
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,8,0.6394557823129252
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,9,0.7580645161290323
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,10,0.7916666666666666
167,28,2,1.0,labelflip_mu0p2,tea_fl,456,11,0.2413793103448276
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,0,0.9540229885057471
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,1,0.45
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,2,0.22377622377622378
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,3,0.8868613138686131
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,4,0.9051094890510949
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,5,0.7233201581027668
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,6,0.8472906403940886
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,7,0.8612099644128114
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,8,0.6390532544378699
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,9,0.7046979865771812
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,10,0.7703435804701627
168,28,2,1.0,labelflip_mu0p2,arl_fl,456,11,0.0
169,29,2,1.0,labelflip_mu0p4,fedavg,123,0,0.0
169,29,2,1.0,labelflip_mu0p4,fedavg,123,1,0.13008130081300814
169,29,2,1.0,labelflip_mu0p4,fedavg,123,2,0.6385135135135135
169,29,2,1.0,labelflip_mu0p4,fedavg,123,3,0.6711772665764547
169,29,2,1.0,labelflip_mu0p4,fedavg,123,4,0.6346153846153846
169,29,2,1.0,labelflip_mu0p4,fedavg,123,5,0.8746928746928747
169,29,2,1.0,labelflip_mu0p4,fedavg,123,6,0.06639004149377593
169,29,2,1.0,labelflip_mu0p4,fedavg,123,7,0.7909090909090909
169,29,2,1.0,labelflip_mu0p4,fedavg,123,8,0.7407407407407407
169,29,2,1.0,labelflip_mu0p4,fedavg,123,9,0.625
169,29,2,1.0,labelflip_mu0p4,fedavg,123,10,0.7653846153846153
169,29,2,1.0,labelflip_mu0p4,fedavg,123,11,0.7928994082840237
170,29,2,1.0,labelflip_mu0p4,fedprox,123,0,0.0
170,29,2,1.0,labelflip_mu0p4,fedprox,123,1,0.17754569190600522
170,29,2,1.0,labelflip_mu0p4,fedprox,123,2,0.6539792387543253
170,29,2,1.0,labelflip_mu0p4,fedprox,123,3,0.6803840877914952
170,29,2,1.0,labelflip_mu0p4,fedprox,123,4,0.225
170,29,2,1.0,labelflip_mu0p4,fedprox,123,5,0.8314087759815243
170,29,2,1.0,labelflip_mu0p4,fedprox,123,6,0.09795918367346938
170,29,2,1.0,labelflip_mu0p4,fedprox,123,7,0.8177777777777778
170,29,2,1.0,labelflip_mu0p4,fedprox,123,8,0.7401574803149606
170,29,2,1.0,labelflip_mu0p4,fedprox,123,9,0.647887323943662
170,29,2,1.0,labelflip_mu0p4,fedprox,123,10,0.7692307692307693
170,29,2,1.0,labelflip_mu0p4,fedprox,123,11,0.725
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,0,0.0
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,1,0.3790446841294299
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,2,0.37572254335260113
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,3,0.6841379310344827
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,4,0.0
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,5,0.7670588235294118
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,6,0.09053497942386832
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,7,0.848
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,8,0.7475728155339806
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,9,0.45136186770428016
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,10,0.7103825136612022
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,123,11,0.4307692307692308
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,0,0.0
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,1,0.0
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,2,0.06228373702422145
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,3,0.7522935779816514
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,4,0.4732824427480916
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,5,0.861244019138756
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,6,0.37630662020905925
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,7,0.757679180887372
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,8,0.4090909090909091
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,9,0.26217228464419473
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,10,0.48590021691973967
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,123,11,0.0
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,0,0.8780487804878049
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,1,0.2967741935483871
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,2,0.5248508946322068
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,3,0.7237237237237237
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,4,0.9305555555555556
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,5,0.9226519337016574
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,6,0.3381294964028777
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,7,0.5910165484633569
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,8,0.588957055214724
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,9,0.757679180887372
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,10,0.8286852589641435
173,29,2,1.0,labelflip_mu0p4,tea_fl,123,11,0.0
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,0,0.9235294117647059
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,1,0.0
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,2,0.626465661641541
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,3,0.8285229202037352
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,4,0.8992248062015504
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,5,0.9136490250696379
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,6,0.707774798927614
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,7,0.7911111111111111
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,8,0.6521739130434783
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,9,0.6470588235294118
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,10,0.7591240875912408
174,29,2,1.0,labelflip_mu0p4,arl_fl,123,11,0.5035971223021583
175,30,2,1.0,labelflip_mu0p4,fedavg,456,0,0.7317073170731707
175,30,2,1.0,labelflip_mu0p4,fedavg,456,1,0.0
175,30,2,1.0,labelflip_mu0p4,fedavg,456,2,0.6382252559726962
175,30,2,1.0,labelflip_mu0p4,fedavg,456,3,0.7704918032786885
175,30,2,1.0,labelflip_mu0p4,fedavg,456,4,0.5527638190954773
175,30,2,1.0,labelflip_mu0p4,fedavg,456,5,0.017699115044247787
175,30,2,1.0,labelflip_mu0p4,fedavg,456,6,0.19827586206896552
175,30,2,1.0,labelflip_mu0p4,fedavg,456,7,0.6363636363636364
175,30,2,1.0,labelflip_mu0p4,fedavg,456,8,0.37748344370860926
175,30,2,1.0,labelflip_mu0p4,fedavg,456,9,0.2755905511811024
175,30,2,1.0,labelflip_mu0p4,fedavg,456,10,0.6851549755301795
175,30,2,1.0,labelflip_mu0p4,fedavg,456,11,0.0
176,30,2,1.0,labelflip_mu0p4,fedprox,456,0,0.7092198581560284
176,30,2,1.0,labelflip_mu0p4,fedprox,456,1,0.0
176,30,2,1.0,labelflip_mu0p4,fedprox,456,2,0.6296296296296297
176,30,2,1.0,labelflip_mu0p4,fedprox,456,3,0.7899159663865546
176,30,2,1.0,labelflip_mu0p4,fedprox,456,4,0.423963133640553
176,30,2,1.0,labelflip_mu0p4,fedprox,456,5,0.016877637130801686
176,30,2,1.0,labelflip_mu0p4,fedprox,456,6,0.175054704595186
176,30,2,1.0,labelflip_mu0p4,fedprox,456,7,0.6262626262626263
176,30,2,1.0,labelflip_mu0p4,fedprox,456,8,0.38127090301003347
176,30,2,1.0,labelflip_mu0p4,fedprox,456,9,0.24793388429752067
176,30,2,1.0,labelflip_mu0p4,fedprox,456,10,0.6753670473083198
176,30,2,1.0,labelflip_mu0p4,fedprox,456,11,0.0
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,0,0.9387755102040817
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,1,0.0
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,2,0.62
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,3,0.7340590979782271
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,4,0.7027027027027027
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,5,0.504950495049505
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,6,0.3422982885085575
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,7,0.8290598290598291
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,8,0.8240740740740741
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,9,0.36771300448430494
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,10,0.6956521739130435
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,456,11,0.0
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,0,0.0
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,1,0.0
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,2,0.5992217898832685
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,3,0.006389776357827476
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,4,0.019704433497536946
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,5,0.0
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,6,0.0
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,7,0.6312292358803987
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,8,0.42677824267782427
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,9,0.12429378531073447
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,10,0.4883303411131059
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,456,11,0.041884816753926704
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,0,0.8834355828220859
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,1,0.0
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,2,0.6056782334384858
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,3,0.8416833667334669
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,4,0.9558823529411765
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,5,0.7463917525773196
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,6,0.31654676258992803
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,7,0.7602739726027398
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,8,0.43304843304843305
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,9,0.6153846153846154
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,10,0.7345309381237525
179,30,2,1.0,labelflip_mu0p4,tea_fl,456,11,0.1391304347826087
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,0,0.0
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,1,0.005865102639296188
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,2,0.6548672566371682
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,3,0.7048710601719198
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,4,0.0
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,5,0.04149377593360996
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,6,0.11162790697674418
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,7,0.6368159203980099
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,8,0.2620689655172414
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,9,0.28313253012048195
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,10,0.6956521739130435
180,30,2,1.0,labelflip_mu0p4,arl_fl,456,11,0.0
181,31,2,0.1,clean,fedavg,123,0,0.0
181,31,2,0.1,clean,fedavg,123,1,0.0
181,31,2,0.1,clean,fedavg,123,2,0.4967148488830486
181,31,2,0.1,clean,fedavg,123,3,0.924901185770751
181,31,2,0.1,clean,fedavg,123,4,0.9710144927536232
181,31,2,0.1,clean,fedavg,123,5,0.9351351351351351
181,31,2,0.1,clean,fedavg,123,6,0.8817204301075269
181,31,2,0.1,clean,fedavg,123,7,0.6633165829145728
181,31,2,0.1,clean,fedavg,123,8,0.7619047619047619
181,31,2,0.1,clean,fedavg,123,9,0.6153846153846154
181,31,2,0.1,clean,fedavg,123,10,0.7412844036697248
181,31,2,0.1,clean,fedavg,123,11,0.8465116279069768
182,31,2,0.1,clean,fedprox,123,0,0.6
182,31,2,0.1,clean,fedprox,123,1,0.0
182,31,2,0.1,clean,fedprox,123,2,0.5529411764705883
182,31,2,0.1,clean,fedprox,123,3,0.8981132075471698
182,31,2,0.1,clean,fedprox,123,4,0.9640287769784173
182,31,2,0.1,clean,fedprox,123,5,0.9574468085106383
182,31,2,0.1,clean,fedprox,123,6,0.8466819221967964
182,31,2,0.1,clean,fedprox,123,7,0.649746192893401
182,31,2,0.1,clean,fedprox,123,8,0.7453874538745388
182,31,2,0.1,clean,fedprox,123,9,0.6515151515151515
182,31,2,0.1,clean,fedprox,123,10,0.7588785046728972
182,31,2,0.1,clean,fedprox,123,11,0.8584905660377359
183,31,2,0.1,clean,random_trimmed_mean,123,0,0.0
183,31,2,0.1,clean,random_trimmed_mean,123,1,0.0
183,31,2,0.1,clean,random_trimmed_mean,123,2,0.5192582025677603
183,31,2,0.1,clean,random_trimmed_mean,123,3,0.8998109640831758
183,31,2,0.1,clean,random_trimmed_mean,123,4,0.0
183,31,2,0.1,clean,random_trimmed_mean,123,5,0.5481481481481482
183,31,2,0.1,clean,random_trimmed_mean,123,6,0.6607142857142857
183,31,2,0.1,clean,random_trimmed_mean,123,7,0.660377358490566
183,31,2,0.1,clean,random_trimmed_mean,123,8,0.49038461538461536
183,31,2,0.1,clean,random_trimmed_mean,123,9,0.6813186813186813
183,31,2,0.1,clean,random_trimmed_mean,123,10,0.7409948542024014
183,31,2,0.1,clean,random_trimmed_mean,123,11,0.038461538461538464
184,31,2,0.1,clean,fedle_adapted,123,0,0.9385474860335196
184,31,2,0.1,clean,fedle_adapted,123,1,0.5208333333333334
184,31,2,0.1,clean,fedle_adapted,123,2,0.0
184,31,2,0.1,clean,fedle_adapted,123,3,0.6997167138810199
184,31,2,0.1,clean,fedle_adapted,123,4,0.9710144927536232
184,31,2,0.1,clean,fedle_adapted,123,5,0.9253731343283582
184,31,2,0.1,clean,fedle_adapted,123,6,0.15384615384615385
184,31,2,0.1,clean,fedle_adapted,123,7,0.6170212765957447
184,31,2,0.1,clean,fedle_adapted,123,8,0.06722689075630252
184,31,2,0.1,clean,fedle_adapted,123,9,0.7342657342657343
184,31,2,0.1,clean,fedle_adapted,123,10,0.7862903225806451
184,31,2,0.1,clean,fedle_adapted,123,11,0.09345794392523364
185,31,2,0.1,clean,tea_fl,123,0,0.0
185,31,2,0.1,clean,tea_fl,123,1,0.38028169014084506
185,31,2,0.1,clean,tea_fl,123,2,0.0
185,31,2,0.1,clean,tea_fl,123,3,0.7330316742081447
185,31,2,0.1,clean,tea_fl,123,4,0.50187265917603
185,31,2,0.1,clean,tea_fl,123,5,0.9521276595744681
185,31,2,0.1,clean,tea_fl,123,6,0.3838383838383838
185,31,2,0.1,clean,tea_fl,123,7,0.40718562874251496
185,31,2,0.1,clean,tea_fl,123,8,0.46545454545454545
185,31,2,0.1,clean,tea_fl,123,9,0.6715867158671587
185,31,2,0.1,clean,tea_fl,123,10,0.7411347517730497
185,31,2,0.1,clean,tea_fl,123,11,0.0
186,31,2,0.1,clean,arl_fl,123,0,0.08421052631578947
186,31,2,0.1,clean,arl_fl,123,1,0.0
186,31,2,0.1,clean,arl_fl,123,2,0.44495412844036697
186,31,2,0.1,clean,arl_fl,123,3,0.8255613126079447
186,31,2,0.1,clean,arl_fl,123,4,0.38636363636363635
186,31,2,0.1,clean,arl_fl,123,5,0.9521276595744681
186,31,2,0.1,clean,arl_fl,123,6,0.7306666666666667
186,31,2,0.1,clean,arl_fl,123,7,0.4575645756457565
186,31,2,0.1,clean,arl_fl,123,8,0.01694915254237288
186,31,2,0.1,clean,arl_fl,123,9,0.6083333333333333
186,31,2,0.1,clean,arl_fl,123,10,0.5775656324582339
186,31,2,0.1,clean,arl_fl,123,11,0.0
187,32,2,0.1,clean,fedavg,456,0,0.9005847953216374
187,32,2,0.1,clean,fedavg,456,1,0.0
187,32,2,0.1,clean,fedavg,456,2,0.5139072847682119
187,32,2,0.1,clean,fedavg,456,3,0.6851595006934813
187,32,2,0.1,clean,fedavg,456,4,0.58
187,32,2,0.1,clean,fedavg,456,5,0.927461139896373
187,32,2,0.1,clean,fedavg,456,6,0.041666666666666664
187,32,2,0.1,clean,fedavg,456,7,0.13986013986013987
187,32,2,0.1,clean,fedavg,456,8,0.49767441860465117
187,32,2,0.1,clean,fedavg,456,9,0.2222222222222222
187,32,2,0.1,clean,fedavg,456,10,0.631578947368421
187,32,2,0.1,clean,fedavg,456,11,0.8602150537634409
188,32,2,0.1,clean,fedprox,456,0,0.9455587392550143
188,32,2,0.1,clean,fedprox,456,1,0.0
188,32,2,0.1,clean,fedprox,456,2,0.529331514324693
188,32,2,0.1,clean,fedprox,456,3,0.6940509915014165
188,32,2,0.1,clean,fedprox,456,4,0.9710144927536232
188,32,2,0.1,clean,fedprox,456,5,0.8921568627450981
188,32,2,0.1,clean,fedprox,456,6,0.13688212927756654
188,32,2,0.1,clean,fedprox,456,7,0.6761904761904762
188,32,2,0.1,clean,fedprox,456,8,0.7016393442622951
188,32,2,0.1,clean,fedprox,456,9,0.43478260869565216
188,32,2,0.1,clean,fedprox,456,10,0.6256410256410256
188,32,2,0.1,clean,fedprox,456,11,0.9166666666666666
189,32,2,0.1,clean,random_trimmed_mean,456,0,0.0
189,32,2,0.1,clean,random_trimmed_mean,456,1,0.0
189,32,2,0.1,clean,random_trimmed_mean,456,2,0.4229934924078091
189,32,2,0.1,clean,random_trimmed_mean,456,3,0.6961483594864479
189,32,2,0.1,clean,random_trimmed_mean,456,4,0.950354609929078
189,32,2,0.1,clean,random_trimmed_mean,456,5,0.8480725623582767
189,32,2,0.1,clean,random_trimmed_mean,456,6,0.15849056603773584
189,32,2,0.1,clean,random_trimmed_mean,456,7,0.6204986149584487
189,32,2,0.1,clean,random_trimmed_mean,456,8,0.7979274611398963
189,32,2,0.1,clean,random_trimmed_mean,456,9,0.540084388185654
189,32,2,0.1,clean,random_trimmed_mean,456,10,0.5859154929577465
189,32,2,0.1,clean,random_trimmed_mean,456,11,0.019417475728155338
190,32,2,0.1,clean,fedle_adapted,456,0,0.3148148148148148
190,32,2,0.1,clean,fedle_adapted,456,1,0.0
190,32,2,0.1,clean,fedle_adapted,456,2,0.5163934426229508
190,32,2,0.1,clean,fedle_adapted,456,3,0.7136563876651982
190,32,2,0.1,clean,fedle_adapted,456,4,0.9710144927536232
190,32,2,0.1,clean,fedle_adapted,456,5,0.9230769230769231
190,32,2,0.1,clean,fedle_adapted,456,6,0.27956989247311825
190,32,2,0.1,clean,fedle_adapted,456,7,0.7878787878787878
190,32,2,0.1,clean,fedle_adapted,456,8,0.8387096774193549
190,32,2,0.1,clean,fedle_adapted,456,9,0.6933333333333334
190,32,2,0.1,clean,fedle_adapted,456,10,0.7862903225806451
190,32,2,0.1,clean,fedle_adapted,456,11,0.8729281767955801
191,32,2,0.1,clean,tea_fl,456,0,0.0
191,32,2,0.1,clean,tea_fl,456,1,0.3785310734463277
191,32,2,0.1,clean,tea_fl,456,2,0.0
191,32,2,0.1,clean,tea_fl,456,3,0.8368794326241135
191,32,2,0.1,clean,tea_fl,456,4,0.2918454935622318
191,32,2,0.1,clean,tea_fl,456,5,0.0
191,32,2,0.1,clean,tea_fl,456,6,0.7538461538461538
191,32,2,0.1,clean,tea_fl,456,7,0.8549019607843137
191,32,2,0.1,clean,tea_fl,456,8,0.0
191,32,2,0.1,clean,tea_fl,456,9,0.39322033898305087
191,32,2,0.1,clean,tea_fl,456,10,0.695364238410596
191,32,2,0.1,clean,tea_fl,456,11,0.0
192,32,2,0.1,clean,arl_fl,456,0,0.0
192,32,2,0.1,clean,arl_fl,456,1,0.39058171745152354
192,32,2,0.1,clean,arl_fl,456,2,0.0
192,32,2,0.1,clean,arl_fl,456,3,0.7445482866043613
192,32,2,0.1,clean,arl_fl,456,4,0.9640287769784173
192,32,2,0.1,clean,arl_fl,456,5,0.9493333333333334
192,32,2,0.1,clean,arl_fl,456,6,0.4169014084507042
192,32,2,0.1,clean,arl_fl,456,7,0.581151832460733
192,32,2,0.1,clean,arl_fl,456,8,0.4027777777777778
192,32,2,0.1,clean,arl_fl,456,9,0.7736842105263158
192,32,2,0.1,clean,arl_fl,456,10,0.8123620309050773
192,32,2,0.1,clean,arl_fl,456,11,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,0,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,1,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,2,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,3,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,4,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,5,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,6,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,7,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,8,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,9,0.0
193,33,2,0.1,signflip_mu0p2,fedavg,123,10,0.314002828854314
193,33,2,0.1,signflip_mu0p2,fedavg,123,11,0.18967334035827185
194,33,2,0.1,signflip_mu0p2,fedprox,123,0,0.0
194,33,2,0.1,signflip_mu0p2,fedprox,123,1,0.0
194,33,2,0.1,signflip_mu0p2,fedprox,123,2,0.0
194,33,2,0.1,signflip_mu0p2,fedprox,123,3,0.0
194,33,2,0.1,signflip_mu0p2,fedprox,123,4,0.0
194,33,2,0.1,signflip_mu0p2,fedprox,123,5,0.0
194,33,2,0.1,signflip_mu0p2,fedprox,123,6,0.0
194,33,2,0.1,signflip_mu0p2,fedprox,123,7,0.0
194,33,2,0.1,signflip_mu0p2,fedprox,123,8,0.0
194,33,2,0.1,signflip_mu0p2,fedprox,123,9,0.0
194,33,2,0.1,signflip_mu0p2,fedprox,123,10,0.31154381084840055
194,33,2,0.1,signflip_mu0p2,fedprox,123,11,0.19243243243243244
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,0,0.2848101265822785
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,1,0.0
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,2,0.0
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,3,0.73
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,4,0.0
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,5,0.0
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,6,0.7886323268206039
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,7,0.0
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,8,0.3633217993079585
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,9,0.0
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,10,0.0
195,33,2,0.1,signflip_mu0p2,random_trimmed_mean,123,11,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,0,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,1,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,2,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,3,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,4,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,5,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,6,0.2037037037037037
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,7,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,8,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,9,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,10,0.0
196,33,2,0.1,signflip_mu0p2,fedle_adapted,123,11,0.0
197,33,2,0.1,signflip_mu0p2,tea_fl,123,0,0.3148148148148148
197,33,2,0.1,signflip_mu0p2,tea_fl,123,1,0.0
197,33,2,0.1,signflip_mu0p2,tea_fl,123,2,0.19477434679334918
197,33,2,0.1,signflip_mu0p2,tea_fl,123,3,0.6910112359550562
197,33,2,0.1,signflip_mu0p2,tea_fl,123,4,0.0
197,33,2,0.1,signflip_mu0p2,tea_fl,123,5,0.6074313408723748
197,33,2,0.1,signflip_mu0p2,tea_fl,123,6,0.1214574898785425
197,33,2,0.1,signflip_mu0p2,tea_fl,123,7,0.5964912280701754
197,33,2,0.1,signflip_mu0p2,tea_fl,123,8,0.4896265560165975
197,33,2,0.1,signflip_mu0p2,tea_fl,123,9,0.742671009771987
197,33,2,0.1,signflip_mu0p2,tea_fl,123,10,0.7402135231316725
197,33,2,0.1,signflip_mu0p2,tea_fl,123,11,0.05660377358490566
198,33,2,0.1,signflip_mu0p2,arl_fl,123,0,0.8231511254019293
198,33,2,0.1,signflip_mu0p2,arl_fl,123,1,0.0
198,33,2,0.1,signflip_mu0p2,arl_fl,123,2,0.6228373702422145
198,33,2,0.1,signflip_mu0p2,arl_fl,123,3,0.6786206896551724
198,33,2,0.1,signflip_mu0p2,arl_fl,123,4,0.0
198,33,2,0.1,signflip_mu0p2,arl_fl,123,5,0.8571428571428571
198,33,2,0.1,signflip_mu0p2,arl_fl,123,6,0.0411522633744856
198,33,2,0.1,signflip_mu0p2,arl_fl,123,7,0.46680080482897385
198,33,2,0.1,signflip_mu0p2,arl_fl,123,8,0.3333333333333333
