run_id,condition_id,outer_fold,alpha,scenario,method,fl_seed,round,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,active_clients,mean_residual_energy,min_residual_energy,global_pressure,scientific_optimizer_steps_accounted
241,41,3,1.0,clean,fedavg,123,15,1.101717532501438,0.6018035121025154,0.5563276782618816,0.47958192610802297,28,0.7118903380076268,0.5437164047292633,,899
241,41,3,1.0,clean,fedavg,123,20,0.9519388460694301,0.6464167062173707,0.5985854398312952,0.5541653877105877,28,0.6787500457981197,0.4788607921446583,,1198
241,41,3,1.0,clean,fedavg,123,25,0.9146085656758559,0.6829615567157096,0.6371905182931356,0.5936091473231357,28,0.6437574907851048,0.4555755879497899,,1514
241,41,3,1.0,clean,fedavg,123,30,0.947180257570025,0.6805885144755577,0.6221648640221489,0.6049617099053227,28,0.6107348632462054,0.45152220347452826,,1800
241,41,3,1.0,clean,fedavg,123,35,1.038950878011145,0.6222116753678215,0.6056165022087551,0.5640316643762664,28,0.5763903726067799,0.40123264747689696,,2118
241,41,3,1.0,clean,fedavg,123,40,1.1697667998389492,0.643094447081158,0.6099285755902487,0.5741556852732695,28,0.5410301017886205,0.2738676828581891,,2432
241,41,3,1.0,clean,fedavg,123,45,0.8303427542902363,0.6725201708590413,0.6499642765985313,0.6226706737256912,28,0.5087816079200688,0.2713676828581891,,2720
241,41,3,1.0,clean,fedavg,123,50,0.7981294221543112,0.7256763170384433,0.6930598926131052,0.692569179011752,28,0.4764546644451971,0.23166963168212173,,3007
241,41,3,1.0,clean,fedavg,123,55,0.9292234207251991,0.673469387755102,0.6897539103298057,0.6748825075206685,28,0.4440689933885102,0.172141872087831,,3299
241,41,3,1.0,clean,fedavg,123,60,0.7313366426808268,0.7451352634076887,0.7520246543477329,0.747825635077096,28,0.4112743201004882,0.11261411249354025,,3596
241,41,3,1.0,clean,fedavg,123,65,0.7294613995085862,0.760797342192691,0.7686548879700684,0.7728280120861314,27,0.37810145120662847,0.08360023269639488,,3894
241,41,3,1.0,clean,fedavg,123,70,0.7197245373282322,0.7446606549596583,0.752734616767896,0.7459618643648976,25,0.3453464395235459,0.07257023593012707,,4193
241,41,3,1.0,clean,fedavg,123,75,0.8313967563639787,0.7185571903179877,0.7194649068596087,0.7141538787392214,25,0.3142035541545041,0.07257023593012707,,4482
241,41,3,1.0,clean,fedavg,123,80,0.798750928123528,0.7100142382534409,0.7277408590024125,0.7212172102777697,23,0.2829878301094809,0.07257023593012707,,4775
241,41,3,1.0,clean,fedavg,123,85,0.6898000283042118,0.7285239677266255,0.7399919287684531,0.7296495785044921,23,0.25237842621384965,0.07257023593012707,,5051
241,41,3,1.0,clean,fedavg,123,90,0.6649701591204511,0.7935453251067869,0.7985676274670933,0.8045453161256914,19,0.22104325741910222,0.07257023593012707,,5345
241,41,3,1.0,clean,fedavg,123,95,0.612276641520268,0.7887992406264831,0.7917414259567486,0.7983314295977836,17,0.18987024194766647,0.07257023593012707,,5648
241,41,3,1.0,clean,fedavg,123,100,0.7190856236980376,0.7579496915045087,0.7729249590617951,0.7764408337594578,12,0.1779288855355418,0.07257023593012707,,5762
242,41,3,1.0,clean,fedprox,123,0,2.618964747337012,0.045562411010915994,0.08333333333333333,0.007262823422605538,28,0.8108801333317406,0.7010304836997105,,0
242,41,3,1.0,clean,fedprox,123,5,1.6292052696709618,0.30137636449928806,0.2373755242936809,0.15684474669078963,28,0.7785197719759436,0.6526424257036048,,291
242,41,3,1.0,clean,fedprox,123,10,1.1755321630098607,0.6625533934504034,0.5897360696339636,0.5364460305662323,28,0.7446031503860558,0.5877868131189998,,600
242,41,3,1.0,clean,fedprox,123,15,1.124807429528655,0.5913621262458472,0.5477230548782879,0.46748098667208127,28,0.7118903380076268,0.5437164047292633,,899
242,41,3,1.0,clean,fedprox,123,20,0.9440244234281521,0.6554342667299478,0.6089158164140537,0.5660587446882367,28,0.6787500457981197,0.4788607921446583,,1198
242,41,3,1.0,clean,fedprox,123,25,0.9821547022576461,0.6801139060275273,0.6362533415597669,0.5880431081817311,28,0.6437574907851048,0.4555755879497899,,1514
242,41,3,1.0,clean,fedprox,123,30,0.9319624391618248,0.6910299003322259,0.6314518254048357,0.6171421304339176,28,0.6107348632462054,0.45152220347452826,,1800
242,41,3,1.0,clean,fedprox,123,35,1.0711819090207266,0.6179401993355482,0.6023789737789724,0.5602336561258957,28,0.5763903726067799,0.40123264747689696,,2118
242,41,3,1.0,clean,fedprox,123,40,1.1702714276981399,0.6397721879449454,0.6033761905652107,0.5731626419064965,28,0.5410301017886205,0.2738676828581891,,2432
242,41,3,1.0,clean,fedprox,123,45,0.8096609185756979,0.6748932130991931,0.6482959797591116,0.6233627112492904,28,0.5087816079200688,0.2713676828581891,,2720
242,41,3,1.0,clean,fedprox,123,50,0.7725741027031796,0.7285239677266255,0.7174246140000311,0.7212346696922549,28,0.4764546644451971,0.23166963168212173,,3007
242,41,3,1.0,clean,fedprox,123,55,0.806045736924811,0.7081158044613194,0.7156122328657508,0.7071310613942335,28,0.4440689933885102,0.172141872087831,,3299
242,41,3,1.0,clean,fedprox,123,60,0.7299782459239118,0.7508305647840532,0.7408203803784942,0.7413511799335023,28,0.4112743201004882,0.11261411249354025,,3596
242,41,3,1.0,clean,fedprox,123,65,0.7067371944312977,0.7764594209776934,0.7839212844659813,0.785031286791809,27,0.37810145120662847,0.08360023269639488,,3894
242,41,3,1.0,clean,fedprox,123,70,0.6978280155309071,0.7489321309919317,0.7612347038003994,0.7519404456124188,25,0.3453464395235459,0.07257023593012707,,4193
242,41,3,1.0,clean,fedprox,123,75,0.7990137813891287,0.7242524916943521,0.7293417372522537,0.7216685163843976,25,0.3142035541545041,0.07257023593012707,,4482
242,41,3,1.0,clean,fedprox,123,80,0.7821067234083098,0.7403891789273849,0.7505575403439031,0.7600981339301841,23,0.2829878301094809,0.07257023593012707,,4775
242,41,3,1.0,clean,fedprox,123,85,0.7048881441340608,0.7237778832463218,0.7359292737222317,0.7272181108723541,23,0.25237842621384965,0.07257023593012707,,5051
242,41,3,1.0,clean,fedprox,123,90,0.6701725914572221,0.7916468913146654,0.7983433849598068,0.8051503462117159,19,0.22104325741910222,0.07257023593012707,,5345
242,41,3,1.0,clean,fedprox,123,95,0.6197074151783121,0.7902230659705742,0.7928696031739907,0.7977848564141293,17,0.18987024194766647,0.07257023593012707,,5648
242,41,3,1.0,clean,fedprox,123,100,0.7401692914662906,0.7508305647840532,0.7687157911382586,0.77011217302482,12,0.1779288855355418,0.07257023593012707,,5762
243,41,3,1.0,clean,random_trimmed_mean,123,0,2.618964747337012,0.045562411010915994,0.08333333333333333,0.007262823422605538,28,0.8108801333317406,0.7010304836997105,,0
243,41,3,1.0,clean,random_trimmed_mean,123,5,1.7239301470596755,0.3032747982914096,0.24054010199716672,0.1594555898333464,28,0.7785197719759436,0.6526424257036048,,291
243,41,3,1.0,clean,random_trimmed_mean,123,10,1.244077877914617,0.6060749881347888,0.5392126627281905,0.48103867674226986,28,0.7446031503860558,0.5877868131189998,,600
243,41,3,1.0,clean,random_trimmed_mean,123,15,1.0730782528312839,0.6179401993355482,0.5702906282784576,0.505056970536982,28,0.7118903380076268,0.5437164047292633,,899
243,41,3,1.0,clean,random_trimmed_mean,123,20,0.966149070107886,0.668248694826768,0.6188549756199038,0.5915694082429045,28,0.6787500457981197,0.4788607921446583,,1198
243,41,3,1.0,clean,random_trimmed_mean,123,25,0.9265736395225289,0.6753678215472235,0.6313575830607133,0.5841125818478949,28,0.6437574907851048,0.4555755879497899,,1514
243,41,3,1.0,clean,random_trimmed_mean,123,30,1.046460680447883,0.6672994779307072,0.6242427541536875,0.6073404196747851,28,0.6107348632462054,0.45152220347452826,,1800
243,41,3,1.0,clean,random_trimmed_mean,123,35,1.011638423872605,0.6260085429520645,0.6057244699440475,0.5684597091582417,28,0.5763903726067799,0.40123264747689696,,2118
243,41,3,1.0,clean,random_trimmed_mean,123,40,1.04902695036636,0.6459420977693403,0.618826352782249,0.5805581440579176,28,0.5410301017886205,0.2738676828581891,,2432
243,41,3,1.0,clean,random_trimmed_mean,123,45,0.8988619492299533,0.6407214048410061,0.615273102112487,0.5940346235171411,28,0.5087816079200688,0.2713676828581891,,2720
243,41,3,1.0,clean,random_trimmed_mean,123,50,0.8656351522184064,0.7071665875652586,0.6689392939910411,0.6334028496036935,28,0.4764546644451971,0.23166963168212173,,3007
